title,review_point,review_total,sub_category,address,contact_number,open_hours,Service options,Offerings,Dining options,Amenities,Atmosphere,Crowd,Payments,coordinate,link,Accessibility,regency,price_level,site,Planning,short_description,Highlights,check_in,From the business,metadata,Popular for,check_out,amenities
Ayam Iris Crispy Kmc,,,Restaurant,"948J+5VW, Jalan Raya, Karangmekar, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-7.6345104, 108.1322077",https://www.google.com/maps/place/Ayam+Iris+Crispy+Kmc/data=!4m7!3m6!1s0x2e65e3f2692036b9:0xa362680a6ba38d26!8m2!3d-7.6345104!4d108.1322077!16s%2Fg%2F11rd9fgr_x!19sChIJuTYgafLjZS4RJo2jawpoYqM?authuser=0&hl=en&rclk=1,Wheelchair-accessible seating, Tasikmalaya ,,,,,,,,,,,
"Alice Mpek Mpek ""ANEKA RASA""",,,Restaurant,"9497+FV4, Jalan Raya, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",phone:tel:081322587805, 9AM to 9PM,Delivery | Takeaway | Dine-in,Halal food | Kids' menu,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-7.6313552, 108.1147103",https://www.google.com/maps/place/Alice+Mpek+Mpek+%22ANEKA+RASA%22/data=!4m7!3m6!1s0x2e65e3f1405cca9d:0xa42b7942a2b81467!8m2!3d-7.6313552!4d108.1147103!16s%2Fg%2F11fqb45vvk!19sChIJncpcQPHjZS4RZxS4okJ5K6Q?authuser=0&hl=en&rclk=1,, Tasikmalaya ,,,,,,,,,,,
"Soto ""Mbahbu""",,,Restaurant,"94C6+CCF, Jalan Raya, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-7.6289455, 108.1110531",https://www.google.com/maps/place/Soto+%22Mbahbu%22/data=!4m7!3m6!1s0x2e65e3b91c9f93fd:0x81d4305957846916!8m2!3d-7.6289455!4d108.1110531!16s%2Fg%2F11r_vnyk0f!19sChIJ_ZOfHLnjZS4RFmmEV1kw1IE?authuser=0&hl=en&rclk=1,, Tasikmalaya ,,,,,,,,,,,
Mie Bakso Jj,,,Restaurant,"94GR+333, Jl. Cipari, Karangmekar, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-7.6248666, 108.1401855",https://www.google.com/maps/place/Mie+Bakso+Jj/data=!4m7!3m6!1s0x2e65e38983351c0b:0x5a9eadbfadab3cd9!8m2!3d-7.6248666!4d108.1401855!16s%2Fg%2F11r_vnvj9r!19sChIJCxw1g4njZS4R2Tyrrb-tnlo?authuser=0&hl=en&rclk=1,,  Tasikmalaya,,,,,,,,,,,
Mie Baso Babat & Mie Ayam IR,5.0,2 reviews,Restaurant,"94FP+VW2, Jalan Raya, Karangmekar, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-7.6253723, 108.1372782",https://www.google.com/maps/place/Mie+Baso+Babat+%26+Mie+Ayam+IR/data=!4m7!3m6!1s0x2e65e390a54c1783:0xd306b3b30ee930e6!8m2!3d-7.6253723!4d108.1372782!16s%2Fg%2F11n8qv9kdg!19sChIJgxdMpZDjZS4R5jDpDrOzBtM?authuser=0&hl=en&rclk=1,, Tasikmalaya ,,,,,,,,,,,
Warung Nasi Yuli,,,Restaurant,"Ciawi, Karangnunggal, Tasikmalaya Regency, West Java ",,,Takeaway | Dine-in,Coffee | Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-7.6739643, 108.1289549",https://www.google.com/maps/place/Warung+Nasi+Yuli/data=!4m7!3m6!1s0x2e65e138683244f5:0xcdc8cd19971b014d!8m2!3d-7.6739643!4d108.1289549!16s%2Fg%2F11p65qr_rz!19sChIJ9UQyaDjhZS4RTQEblxnNyM0?authuser=0&hl=en&rclk=1,, Tasikmalaya ,,,,,,,,,,,
Naila Pecel Lele & Ayam Bakar,3.0,2 reviews,Restaurant,"94CM+HJW, Jalan Raya, Karangmekar, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,,Takeaway | Dine-in,Halal food,Dinner,Good for kids,Casual | Cosy,Groups,Cash only,"-7.6285201, 108.1340687",https://www.google.com/maps/place/Naila+Pecel+Lele+%26+Ayam+Bakar/data=!4m7!3m6!1s0x2e65e38cfe362f4d:0xface8628194d0f1b!8m2!3d-7.6285201!4d108.1340687!16s%2Fg%2F11jm0pw674!19sChIJTS82_ozjZS4RGw9NGSiGzvo?authuser=0&hl=en&rclk=1,, Tasikmalaya ,,,,,,,,,,,
"""Fast Food Restaurant""",,,Restaurant,"94H3+6X2, Jalan Raya Pamijahan, Simpang, Bantarkalong, Tasikmalaya Regency, West Java 46187 ",,,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-7.621976, 108.1049045",https://www.google.com/maps/place/%22Fast+Food+Restaurant%22/data=!4m7!3m6!1s0x2e65e3b029198033:0xe010ebcb6f6a083b!8m2!3d-7.621976!4d108.1049045!16s%2Fg%2F11k5t5qj4f!19sChIJM4AZKbDjZS4ROwhqb8vrEOA?authuser=0&hl=en&rclk=1,, Tasikmalaya ,,,,,,,,,,,
RM. Ayam serundeng & Pecel Lele,5.0,2 reviews,Restaurant,"9497+F86, Jalan Raya, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",phone:tel:081320549250, Open 24 hours,Takeaway | Dine-in,Halal food,Dinner,Good for kids,Casual | Cosy,Groups,Cash only,"-7.6313352, 108.1132699",https://www.google.com/maps/place/RM.+Ayam+serundeng+%26+Pecel+Lele/data=!4m7!3m6!1s0x2e65e3c13014da91:0xb2f506850c05e9d8!8m2!3d-7.6313352!4d108.1132699!16s%2Fg%2F11j7f9whqb!19sChIJkdoUMMHjZS4R2OkFDIUG9bI?authuser=0&hl=en&rclk=1,, Tasikmalaya ,,,,,,,,,,,
Batagor Laksana Rasa,,,Restaurant,"948C+RRH, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Cosy,,Cash only,"-7.632945, 108.1221241",https://www.google.com/maps/place/Batagor+Laksana+Rasa/data=!4m7!3m6!1s0x2e65e328895060ed:0x13778357ef86ac28!8m2!3d-7.632945!4d108.1221241!16s%2Fg%2F11rsbb71r5!19sChIJ7WBQiSjjZS4RKKyG71eDdxM?authuser=0&hl=en&rclk=1,, Tasikmalaya ,,,,,,,,,,,
SIOMAY IKAN TENGGIRI,5.0,1 review,Restaurant,"94FP+VP9, Jalan Raya, Karangmekar, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",phone:tel:082121032736,,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only,"-7.6253425, 108.1368632",https://www.google.com/maps/place/SIOMAY+IKAN+TENGGIRI/data=!4m7!3m6!1s0x2e65e3b3b8efa0ef:0x9fb70485dcf8c8ec!8m2!3d-7.6253425!4d108.1368632!16s%2Fg%2F11h_ylcj69!19sChIJ76DvuLPjZS4R7Mj43IUEt58?authuser=0&hl=en&rclk=1,, Tasikmalaya ,,,,,,,,,,,
Toko Lutfi,,,Restaurant,"Jl. Raya Karangnunggal No.16, Karangnunggal, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Cosy,,Cash only,"-7.6327253, 108.1220008",https://www.google.com/maps/place/Toko+Lutfi/data=!4m7!3m6!1s0x2e65e3eb015bda11:0xcc44c379fd5322b7!8m2!3d-7.6327253!4d108.1220008!16s%2Fg%2F11bzrhtm39!19sChIJEdpbAevjZS4RtyJT_XnDRMw?authuser=0&hl=en&rclk=1,,  Tasikmalaya,,,,,,,,,,,
Toko Cahaya,,,Restaurant,"9497+F66, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",, 10AM to 9PM,Takeaway | Dine-in,Halal food,,Good for kids,Cosy,,Cash only,"-7.6313283, 108.1130219",https://www.google.com/maps/place/Toko+Cahaya/data=!4m7!3m6!1s0x2e65e3fe3371bb49:0x9f8b58c6db82c57d!8m2!3d-7.6313283!4d108.1130219!16s%2Fg%2F11jg65qj9z!19sChIJSbtxM_7jZS4RfcWC28ZYi58?authuser=0&hl=en&rclk=1,, Tasikmalaya ,,,,,,,,,,,
"Sate Karangnunggal ""Authentic Sunda Satay""",5.0,22 reviews,Satay restaurant,"Jl. Raya Karangnunggal No.16, Karangnunggal, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186 ",phone:tel:081323284303, 2 to 11:50PM,Outdoor seating | No-contact delivery | Delivery | Takeaway | Dine-in,Halal food,Lunch | Dinner | Catering | Seating,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-7.63113, 108.1135086",https://www.google.com/maps/place/Sate+Karangnunggal+%22Authentic+Sunda+Satay%22/data=!4m7!3m6!1s0x2e65e34a9129ff99:0x852af670b36c0751!8m2!3d-7.63113!4d108.1135086!16s%2Fg%2F11h42nmg0y!19sChIJmf8pkUrjZS4RUQdss3D2KoU?authuser=0&hl=en&rclk=1,,  Tasikmalaya,,,,,,,,,,,
"""Rm"" Saung Abah",4.3,9 reviews,Restaurant,"Ciawi, Karangnunggal, Tasikmalaya Regency, West Java ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-7.6657156, 108.1291306",https://www.google.com/maps/place/%22Rm%22+Saung+Abah/data=!4m7!3m6!1s0x2e65e145bb78ce03:0x36189df9e96662fc!8m2!3d-7.6657156!4d108.1291306!16s%2Fg%2F11j40xsftm!19sChIJA854u0XhZS4R_GJm6fmdGDY?authuser=0&hl=en&rclk=1,, Tasikmalaya ,,,,,,,,,,,
Mie Ayam dan Bakso B.I,4.5,2 reviews,Restaurant,"947F+CJJ, Cikupa, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",, 9AM to 5PM,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-7.6364175, 108.1240227",https://www.google.com/maps/place/Mie+Ayam+dan+Bakso+B.I/data=!4m7!3m6!1s0x2e65e3510544d949:0x34b36948c0b08302!8m2!3d-7.6364175!4d108.1240227!16s%2Fg%2F11jbkbhlst!19sChIJSdlEBVHjZS4RAoOwwEhpszQ?authuser=0&hl=en&rclk=1,, Tasikmalaya ,,,,,,,,,,,
toko sofia kue,4.8,4 reviews,Restaurant,"Karangmekar, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",phone:tel:085320152431, 7AM to 5PM,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,,Cash only,"-7.6267353, 108.1431051",https://www.google.com/maps/place/toko+sofia+kue/data=!4m7!3m6!1s0x2e65e513370667a9:0x40af05b3f55f7a6d!8m2!3d-7.6267353!4d108.1431051!16s%2Fg%2F11j5btll_1!19sChIJqWcGNxPlZS4RbXpf9bMFr0A?authuser=0&hl=en&rclk=1,, Tasikmalaya ,,,,,,,,,,,
RA. KITCHEN,,,Korean restaurant,"94GQ+VWP, Jalan Raya, Karangmekar, Karangnunggal, Tasikmalaya Regency, West Java ",phone:tel:085314790380, 10AM to 8AM,Takeaway | Dine-in,Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,,"-7.622798, 108.1398134",https://www.google.com/maps/place/RA.+KITCHEN/data=!4m7!3m6!1s0x2e65e34beb5473c7:0x5b92bbf9de291d4c!8m2!3d-7.622798!4d108.1398134!16s%2Fg%2F11pv5nn2kq!19sChIJx3NU60vjZS4RTB0p3vm7kls?authuser=0&hl=en&rclk=1,, Tasikmalaya ,,,,,,,,,,,
Minang Mandiri,,,Padang restaurant,"Jl. Raya Karangnunggal No.16, Karangnunggal, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186 ",phone:tel:081323105007,,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Cosy,,Cash only,"-7.631175, 108.1139382",https://www.google.com/maps/place/Minang+Mandiri/data=!4m7!3m6!1s0x2e65e3bf5a8f0321:0xf1fab4fc3555db7e!8m2!3d-7.631175!4d108.1139382!16s%2Fg%2F11bc7tsbhz!19sChIJIQOPWr_jZS4RfttVNfy0-vE?authuser=0&hl=en&rclk=1,,  Tasikmalaya,,,,,,,,,,,
Sawargi,,,Indonesian restaurant,"Jl. Raya Karangnunggal No.16, Karangnunggal, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186 ",phone:tel:081337808111,,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-7.631175, 108.1139382",https://www.google.com/maps/place/Sawargi/data=!4m7!3m6!1s0x2e65e3bf5a8f0321:0x51ecb54b91eb8efb!8m2!3d-7.631175!4d108.1139382!16s%2Fg%2F11bc7pt_d4!19sChIJIQOPWr_jZS4R-47rkUu17FE?authuser=0&hl=en&rclk=1,,  Tasikmalaya,,,,,,,,,,,
Laverpool,5.0,3 reviews,Brunch restaurant,"94FQ+WC2, Jl. Raya Karangnunggal, Karangmekar, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186 ",phone:tel:085223875676, Closed,Delivery | Takeaway | Dine-in,Halal food | Kids' menu,Lunch,Good for kids,Casual | Cosy,Groups,,"-7.6252433, 108.1385153",https://www.google.com/maps/place/Laverpool/data=!4m7!3m6!1s0x2e65e37b6572fa81:0xcb43ec57b2d4656c!8m2!3d-7.6252433!4d108.1385153!16s%2Fg%2F11pq71brwk!19sChIJgfpyZXvjZS4RbGXUslfsQ8s?authuser=0&hl=en&rclk=1,,  Tasikmalaya,,,,,,,,,,,
GREEN Fried Chicken sambal ijo,4.6,8 reviews,Chicken restaurant,"9497+7PC, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",phone:tel:081219146018,,Delivery | Takeaway | Dine-in,Halal food | Kids' menu,Breakfast | Lunch | Dinner,Good for kids,Casual | Cosy,Groups,Cash only,"-7.6318072, 108.1142567",https://www.google.com/maps/place/GREEN+Fried+Chicken+sambal+ijo/data=!4m7!3m6!1s0x2e65e3c0a75f39b9:0xd3d153e572e749c9!8m2!3d-7.6318072!4d108.1142567!16s%2Fg%2F11f2s99nx2!19sChIJuTlfp8DjZS4RyUnncuVT0dM?authuser=0&hl=en&rclk=1,, Tasikmalaya ,,,,,,,,,,,
Warung Nasi Sarasa,5.0,1 review,Nasi restaurant,"Jl. Raya Karangnunggal No.16, Karangnunggal, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186 ",phone:tel:081323300585, 7:30AM to 10PM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-7.6311902, 108.1139329",https://www.google.com/maps/place/Warung+Nasi+Sarasa/data=!4m7!3m6!1s0x2e65e3f4c4cff587:0xc8f2a850a0c94e28!8m2!3d-7.6311902!4d108.1139329!16s%2Fg%2F11mr23mqxr!19sChIJh_XPxPTjZS4RKE7JoFCo8sg?authuser=0&hl=en&rclk=1,,  Tasikmalaya,,,,,,,,,,,
Warung teh anna,,,Breakfast restaurant,"Cikupa No.1, Ciawi, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186 ",,,Takeaway | Dine-in,Halal food,Breakfast,Good for kids,Casual | Cosy,Groups,Cash only,"-7.6588219, 108.1273594",https://www.google.com/maps/place/Warung+teh+anna/data=!4m7!3m6!1s0x2e65e1dc4f9a6875:0x7e27e2676deb8ba2!8m2!3d-7.6588219!4d108.1273594!16s%2Fg%2F11rs05dxvq!19sChIJdWiaT9zhZS4RoovrbWfiJ34?authuser=0&hl=en&rclk=1,,  Tasikmalaya,,,,,,,,,,,
Mas Adi Fried chicken,,,Breakfast restaurant,"94GQ+VWF, Karangmekar, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,,Takeaway | Dine-in,Halal food,Breakfast,Good for kids,Casual | Cosy,,Cash only,"-7.6228078, 108.1398073",https://www.google.com/maps/place/Mas+Adi+Fried+chicken/data=!4m7!3m6!1s0x2e65e3060c920571:0xf35b8b3d1fdb63da!8m2!3d-7.6228078!4d108.1398073!16s%2Fg%2F11f61jkdhn!19sChIJcQWSDAbjZS4R2mPbHz2LW_M?authuser=0&hl=en&rclk=1,, Tasikmalaya ,,,,,,,,,,,
Pizza C'Dhekok,5.0,1 review,Pizza restaurant,"9498+GCP, Jalan Raya, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,,Delivery | Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-7.6311626, 108.1160686",https://www.google.com/maps/place/Pizza+C'Dhekok/data=!4m7!3m6!1s0x2e65e3bf78398595:0x6f0cd0fb00fbe845!8m2!3d-7.6311626!4d108.1160686!16s%2Fg%2F11k5t5f9y0!19sChIJlYU5eL_jZS4RRej7APvQDG8?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park, Tasikmalaya ,,,,,,,,,,,
Rm. Minang Mandiri 2 (Masakan Padang),,,Padang restaurant,"949M+V4C, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,,Cash only,"-7.6303003, 108.1327706",https://www.google.com/maps/place/Rm.+Minang+Mandiri+2+(Masakan+Padang)/data=!4m7!3m6!1s0x2e65e3d65d9c1d19:0xb2bda64c555128b1!8m2!3d-7.6303003!4d108.1327706!16s%2Fg%2F11hzts742_!19sChIJGR2cXdbjZS4RsShRVUymvbI?authuser=0&hl=en&rclk=1,, Tasikmalaya ,,,,,,,,,,,
Rumah Makan Padang ANDA,,,Padang restaurant,"94FP+J87, Jalan Raya, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",phone:tel:085220753165, Closed,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,,Cash only,"-7.6259609, 108.1357929",https://www.google.com/maps/place/Rumah+Makan+Padang+ANDA/data=!4m7!3m6!1s0x2e65e38c1eaf0c23:0x4ca99862d13332b1!8m2!3d-7.6259609!4d108.1357929!16s%2Fg%2F11f3c086ds!19sChIJIwyvHozjZS4RsTIz0WKYqUw?authuser=0&hl=en&rclk=1,, Tasikmalaya ,,,,,,,,,,,
Rumah Makan Mamah Mia,,,Restaurant,"94G5+QC9, Jl. Pemuda II, Hegarwangi, Kec. Bantarkalong, Kabupaten Tasikmalaya, Jawa Barat 46187 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-7.6230759, 108.1086027",https://www.google.com/maps/place/Rumah+Makan+Mamah+Mia/data=!4m7!3m6!1s0x2e65e3e3b00df5a5:0x8d68407d79f64aa7!8m2!3d-7.6230759!4d108.1086027!16s%2Fg%2F11j5jn9_8_!19sChIJpfUNsOPjZS4Rp0r2eX1AaI0?authuser=0&hl=en&rclk=1,,  Tasikmalaya,,,,,,,,,,,
Ayam penyet jeletot bonsar asli tasiki,4.8,5 reviews,Ayam penyet restaurant,"94GF+JR2, Jl. Burahol, Karangnunggal, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186 ",,,,,,,,,,"-7.6234844, 108.1245272",https://www.google.com/maps/place/Ayam+penyet+jeletot+bonsar+asli+tasiki/data=!4m7!3m6!1s0x2e65e3f642569e17:0xf95094c9941558f!8m2!3d-7.6234844!4d108.1245272!16s%2Fg%2F11j6rm3cc0!19sChIJF55WQvbjZS4Rj1VBmUwJlQ8?authuser=0&hl=en&rclk=1,,  Tasikmalaya,,,,,,,,,,,
Warung Nasi Kersen,,,Nasi restaurant,"94GQ+H86, Pasar Rancabakung, Karangmekar, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186 ",, 7AM to 3AM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-7.6235821, 108.1382725",https://www.google.com/maps/place/Warung+Nasi+Kersen/data=!4m7!3m6!1s0x2e65e3776312478f:0xf79455ded343c629!8m2!3d-7.6235821!4d108.1382725!16s%2Fg%2F11qm3rst8g!19sChIJj0cSY3fjZS4RKcZD095VlPc?authuser=0&hl=en&rclk=1,,  Tasikmalaya,,,,,,,,,,,
Pecel Lele Tasik,3.5,2 reviews,Pecel lele restaurant,"9497+FWX, Jalan Raya, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",phone:tel:085322999888, 5:25AM to 9PM,Takeaway | Dine-in,Halal food,Dinner,Good for kids,Casual | Cosy,Groups,Cash only,"-7.6312543, 108.1148509",https://www.google.com/maps/place/Pecel+Lele+Tasik/data=!4m7!3m6!1s0x2e65e3bf67a3bb5f:0x74e2b5202481b918!8m2!3d-7.6312543!4d108.1148509!16s%2Fg%2F11f2w5cp0z!19sChIJX7ujZ7_jZS4RGLmBJCC14nQ?authuser=0&hl=en&rclk=1,, Tasikmalaya ,,,,,,,,,,,
Mie Baso Solo,,,Bakso restaurant,"948C+9XC, Cikupa, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",, 9AM to 9PM,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-7.6340691, 108.122389",https://www.google.com/maps/place/Mie+Baso+Solo/data=!4m7!3m6!1s0x2e65e3ebaa485dcd:0xd7c6d6836d6b4764!8m2!3d-7.6340691!4d108.122389!16s%2Fg%2F11c606js_v!19sChIJzV1IquvjZS4RZEdrbYPWxtc?authuser=0&hl=en&rclk=1,, Tasikmalaya ,,,,,,,,,,,
Mie bakso & mie ayam mie rasa,5.0,2 reviews,Bakso restaurant,"94CV+W9X, Jl. Cipari, Karangmekar, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186 ",phone:tel:085221443378, 8AM to 9PM,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-7.6274499, 108.1437077",https://www.google.com/maps/place/Mie+bakso+%26+mie+ayam+mie+rasa/data=!4m7!3m6!1s0x2e65e588acb855b9:0x4edac3b18da13d4e!8m2!3d-7.6274499!4d108.1437077!16s%2Fg%2F11s4ccl54s!19sChIJuVW4rIjlZS4RTj2hjbHD2k4?authuser=0&hl=en&rclk=1,,  Tasikmalaya,,,,,,,,,,,
Babar Ayam Rahayu,,,Chicken restaurant,"948J+8VJ, Jalan Raya, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only,"-7.6341614, 108.1321502",https://www.google.com/maps/place/Babar+Ayam+Rahayu/data=!4m7!3m6!1s0x2e65e3f2667168a5:0xe4ba5b13920cb198!8m2!3d-7.6341614!4d108.1321502!16s%2Fg%2F11bzrvmbcy!19sChIJpWhxZvLjZS4RmLEMkhNbuuQ?authuser=0&hl=en&rclk=1,, Tasikmalaya ,,,,,,,,,,,
Bubur Ayam Kang Bob,,,Porridge restaurant,"Jl. Raya Karangnunggal No.16, Simpang, Kec. Bantarkalong, Kabupaten Tasikmalaya, Jawa Barat 46187 ",phone:tel:085216947202, Open 24 hours,Takeaway | Dine-in,Halal food | Kids' menu,,Good for kids,Casual | Cosy,Groups,Cash only,"-7.6269851, 108.1098468",https://www.google.com/maps/place/Bubur+Ayam+Kang+Bob/data=!4m7!3m6!1s0x2e65e3d6e9969c01:0x8ece7c81b0eaab60!8m2!3d-7.6269851!4d108.1098468!16s%2Fg%2F11gyxd2tvp!19sChIJAZyW6dbjZS4RYKvqsIF8zo4?authuser=0&hl=en&rclk=1,,  Tasikmalaya,,,,,,,,,,,
Rm.. Ananda Masakan Padang,5.0,1 review,Padang restaurant,"Jl. Raya Karangnunggal No.330, Karangnunggal, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-7.6364589, 108.1253745",https://www.google.com/maps/place/Rm..+Ananda+Masakan+Padang/data=!4m7!3m6!1s0x2e65e3ec01e8c029:0x86118063824763db!8m2!3d-7.6364589!4d108.1253745!16s%2Fg%2F11hhzcktx2!19sChIJKcDoAezjZS4R22NHgmOAEYY?authuser=0&hl=en&rclk=1,,  Tasikmalaya,,,,,,,,,,,
SEBLAK TEH DINI,4.6,32 reviews,Fast food restaurant,"Kp. Ciguha, RT.18/RW.11, Cikupa, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186 ",phone:tel:085218423711, 9AM to 9PM,Outdoor seating | Delivery | Takeaway | Dine-in,Halal food | Kids' menu,,Good for kids,Casual,Groups,Cash only,"-7.6631379, 108.1086965",https://www.google.com/maps/place/SEBLAK+TEH+DINI/data=!4m7!3m6!1s0x2e65e1089779262f:0x68311d6773e23af8!8m2!3d-7.6631379!4d108.1086965!16s%2Fg%2F11rc4brly_!19sChIJLyZ5lwjhZS4R-Dric2cdMWg?authuser=0&hl=en&rclk=1,,  Tasikmalaya,,https://www.facebook.com/rydista.tigalunggung,,,,,,,,,
Bubur Ayam Puput Cell,,,Porridge restaurant,"Jl. Raya Karangnunggal No.16, Simpang, Kec. Bantarkalong, Kabupaten Tasikmalaya, Jawa Barat 46187 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,,Cash only,"-7.6271215, 108.1099331",https://www.google.com/maps/place/Bubur+Ayam+Puput+Cell/data=!4m7!3m6!1s0x2e65e3a341abdcf3:0xe9cad5f1182d6273!8m2!3d-7.6271215!4d108.1099331!16s%2Fg%2F11gslqpd4k!19sChIJ89yrQaPjZS4Rc2ItGPHVyuk?authuser=0&hl=en&rclk=1,,  Tasikmalaya,,,,,,,,,,,
Rumah Makan GEKSOR,4.3,972 reviews,Chicken restaurant,"Jl. Raya Karangnunggal No.16, Karangnunggal, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186 ",phone:tel:085222022028, 8AM to 5:30PM,Outdoor seating | No-contact delivery | Delivery | Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Breakfast | Lunch | Catering | Dessert,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-7.636319, 108.1243316",https://www.google.com/maps/place/Rumah+Makan+GEKSOR/data=!4m7!3m6!1s0x2e65e3ebfc890e79:0x1fb27435f60b95ad!8m2!3d-7.636319!4d108.1243316!16s%2Fg%2F11by_cpyqh!19sChIJeQ6J_OvjZS4RrZUL9jV0sh8?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Tasikmalaya,$$,,Accepts reservations,,Fireplace,,,,,,
Mie Baso Citra Family,,,Bakso restaurant,"94GQ+PQQ, Karangmekar, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",phone:tel:085217735786, 8AM to 9:30PM,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-7.623161, 108.1394883",https://www.google.com/maps/place/Mie+Baso+Citra+Family/data=!4m7!3m6!1s0x2e65e363d1901eb1:0x73ced749d4ad8685!8m2!3d-7.623161!4d108.1394883!16s%2Fg%2F11fltw7y8l!19sChIJsR6Q0WPjZS4RhYat1EnXznM?authuser=0&hl=en&rclk=1,, Tasikmalaya ,,,,,,,,,,,
