title,review_point,review_total,contact_number,open_hours,metadata,coordinate,link,sub_category,address,site,Service options,Offerings,Dining options,Amenities,Atmosphere,Crowd,Payments,regency,Accessibility,Planning,price_level,short_description,Highlights,check_in,From the business,check_out,amenities
Kayu Manis Restaurant,4.4,5 reviews,, 10AM to 10PM,,"-6.913978, 106.9336243",https://www.google.com/maps/place/Kayu+Manis+Restaurant/data=!4m7!3m6!1s0x2e6849db82c8f4f3:0xa55934a10748aead!8m2!3d-6.913978!4d106.9336243!16s%2Fg%2F11q239d3g9!19sChIJ8_TIgttJaC4Rra5IB6E0WaU?authuser=0&hl=en&rclk=1,Restaurant,"Jl. Surya Kencana No.82, Cikole, Kab. Sukabumi, Kota Sukabumi, Jawa Barat 43114 ",,Delivery | Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Lunch | Dinner | Dessert,Good for kids | Toilets,Casual | Cosy,Groups,Debit cards,  Sukabumi,,Accepts reservations,,,,,,,
Jual Nasi Kuning Restaurant,,,,,,"-6.9042713, 106.930971",https://www.google.com/maps/place/Jual+Nasi+Kuning+Restaurant/data=!4m7!3m6!1s0x2e6849c8d8d6431f:0xf5d3942589b412dd!8m2!3d-6.9042713!4d106.930971!16s%2Fg%2F11h_82gzpm!19sChIJH0PW2MhJaC4R3RK0iSWU0_U?authuser=0&hl=en&rclk=1,Restaurant,"Selabatu, Cikole, Sukabumi City, West Java ",,Delivery | Takeaway | Dine-in,Halal food,,Good for kids,Cosy,,Cash only, Sukabumi ,,,,,,,,,
Rest Sunda Rasa Sukabumi,4.5,678 reviews,phone:tel:0266213059, 10AM to 9PM,,"-6.918992, 106.9367039",https://www.google.com/maps/place/Rest+Sunda+Rasa+Sukabumi/data=!4m7!3m6!1s0x2e6849f4e58f15e3:0xe9981092b4ec1e77!8m2!3d-6.918992!4d106.9367039!16s%2Fg%2F11b6wd4j6t!19sChIJ4xWP5fRJaC4Rdx7stJIQmOk?authuser=0&hl=en&rclk=1,Sundanese restaurant,"Jl. Siliwangi No.68, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Outdoor seating | No-contact delivery | Delivery | Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Brunch | Lunch | Dinner | Catering | Dessert,,Casual | Cosy,Groups,Debit cards,  Sukabumi,Wheelchair-accessible entrance,Accepts reservations,$$,,,,,,
King Burger Sunden,5,1 review,phone:tel:081382349160, 8AM to 8PM,,"-6.8907537, 106.9219254",https://www.google.com/maps/place/King+Burger+Sunden/data=!4m7!3m6!1s0x2e6849ff8463ab5d:0x7dcd4cef8164cdd!8m2!3d-6.8907537!4d106.9219254!16s%2Fg%2F11qrky9jyr!19sChIJXatjhP9JaC4R3UwW-M7U3Ac?authuser=0&hl=en&rclk=1,Hamburger restaurant,"kp bojong duren rt 01/02, Parungseah, Kab. Sukabumi, Kabupaten Sukabumi, Jawa Barat 43151 ",,Kerbside pickup | No-contact delivery | Delivery | Drive-through | Takeaway | Dine-in,Halal food | Kids' menu,Lunch,Good for kids,Casual | Cosy,Groups,,  Sukabumi,,,,,,,,,
D'TOP Chicken & Burger,4.4,178 reviews,, 7AM to 10PM,,"-6.9079413, 106.9201339",https://www.google.com/maps/place/D'TOP+Chicken+%26+Burger/data=!4m7!3m6!1s0x2e6849d3dca7bf21:0x9a5c4c6c86d2ee9d!8m2!3d-6.9079413!4d106.9201339!16s%2Fg%2F11gfp0t1gx!19sChIJIb-n3NNJaC4Rne7ShmxMXJo?authuser=0&hl=en&rclk=1,Hamburger restaurant,"3WRC+R3C, Jl. Karamat, Karamat, Kec. Gunungpuyuh, Kota Sukabumi, Jawa Barat 43122 ",,No-contact delivery | Delivery | Takeaway | Dine-in,Halal food | Kids' menu,Lunch | Dinner,Good for kids,Casual | Cosy,Groups,Cash only,  Sukabumi,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,,,,,,,,
Warung Denfaiz,,,,,,"-6.8565034, 106.9247024",https://www.google.com/maps/place/Warung+Denfaiz/data=!4m7!3m6!1s0x2e684bf3383bdb67:0x60e946e4eb87809b!8m2!3d-6.8565034!4d106.9247024!16s%2Fg%2F11t1qytbcl!19sChIJZ9s7OPNLaC4Rm4CH6-RG6WA?authuser=0&hl=en&rclk=1,Seblak restaurant,"4WVF+9VW, Jalan Cijarian Pasir, Cipetir, Kec. Kadudampit, Kabupaten Sukabumi, Jawa Barat 43153 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,  Sukabumi,,,,,,,,,
Mamih Ungu Resto and Cafe,4.3,"2,054 reviews",phone:tel:0266210175, 11AM to 9PM,,"-6.9182238, 106.919496",https://www.google.com/maps/place/Mamih+Ungu+Resto+and+Cafe/data=!4m7!3m6!1s0x2e68482ebe6e327b:0x8e410a1dec0ae9cf!8m2!3d-6.9182238!4d106.919496!16s%2Fg%2F11btlzcs3g!19sChIJezJuvi5IaC4Rz-kK7B0KQY4?authuser=0&hl=en&rclk=1,Indonesian restaurant,"Jl. Brawijaya No.16, Sriwidari, Kec. Gunungpuyuh, Kota Sukabumi, Jawa Barat 43123 ",,Outdoor seating | No-contact delivery | Delivery | Takeaway | Dine-in,Coffee | Halal food | Healthy options | Kids' menu | Quick bite | Vegan options | Vegetarian options,Brunch | Lunch | Dinner | Catering | Dessert | Seating,Bar on site | Good for kids | High chairs | Toilets | Free Wi-Fi,Casual | Cosy,Family friendly | Groups,Debit cards | Credit cards,  Sukabumi,Wheelchair-accessible car park | Wheelchair-accessible seating | Wheelchair-accessible toilet,Accepts reservations,$$,,Fast service | Live music,,,,
"Hade Cafe, Restaurant & Cafe",5,26 reviews,phone:tel:081318125796, 10AM to 9PM,,"-6.9011827, 106.8947826","https://www.google.com/maps/place/Hade+Cafe,+Restaurant+%26+Cafe/data=!4m7!3m6!1s0x2e683789576b1b3f:0xa7a854e6fb74ff89!8m2!3d-6.9011827!4d106.8947826!16s%2Fg%2F11m8tgh_7f!19sChIJPxtrV4k3aC4Rif90--ZUqKc?authuser=0&hl=en&rclk=1",Restaurant,"Jl. Kadudampit No.18, Nagrak, Kec. Cisaat, Kabupaten Sukabumi, Jawa Barat 43152 ",,No-contact delivery | Delivery | Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Lunch | Dinner | Dessert,Good for kids | Toilets | Free Wi-Fi,Casual | Cosy,Groups,Cash only,  Sukabumi,Wheelchair-accessible car park | Wheelchair-accessible entrance,Accepts reservations,,,,Identifies as women-owned,Identifies as women-owned,,
Fast Food Restaurant,,,,,,"-6.9080088, 106.9499283",https://www.google.com/maps/place/Fast+Food+Restaurant/data=!4m7!3m6!1s0x2e6849adb0bab795:0x636fa4dfb20af7d4!8m2!3d-6.9080088!4d106.9499283!16s%2Fg%2F11h_82nl9l!19sChIJlbe6sK1JaC4R1PcKst-kb2M?authuser=0&hl=en&rclk=1,Fast food restaurant,"Subangjaya, Cikole, Sukabumi City, West Java ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual,Groups,, Sukabumi ,,,,,,,,,
AURA MINANG,4.3,9 reviews,phone:tel:085311465648, 8AM to 9PM,,"-6.8992168, 106.9242533",https://www.google.com/maps/place/AURA+MINANG/data=!4m7!3m6!1s0x2e6849750f3abc19:0x39df95afd9466961!8m2!3d-6.8992168!4d106.9242533!16s%2Fg%2F11gxnv5zlt!19sChIJGbw6D3VJaC4RYWlG2a-V3zk?authuser=0&hl=en&rclk=1,Padang restaurant,"4W2F+8P6, Jl. Bhineka Karya, Karamat, Kec. Gunungpuyuh, Kota Sukabumi, Jawa Barat 43151 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Cosy,,Cash only,  Sukabumi,,,,,,,,,
Bubur Ayam Mas Satimin,5,4 reviews,phone:tel:085724282966, 5 to 11AM,,"-6.8883976, 106.9528754",https://www.google.com/maps/place/Bubur+Ayam+Mas+Satimin/data=!4m7!3m6!1s0x2e6849a3e74f0f4f:0x62cb710130115a1c!8m2!3d-6.8883976!4d106.9528754!16s%2Fg%2F11jfdy0d62!19sChIJTw9P56NJaC4RHFoRMAFxy2I?authuser=0&hl=en&rclk=1,Porridge restaurant,"4X63+J5R, RT.1/RW.1, Sudajaya Girang, Kab. Sukabumi, Kabupaten Sukabumi, Jawa Barat 43151 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,,Cash only,  Sukabumi,,,,,,,,,
A&W,4.3,201 reviews,phone:tel:0266323578, 7AM to 9PM,,"-6.9221985, 106.928569",https://www.google.com/maps/place/A%26W/data=!4m7!3m6!1s0x2e684830bc5eae33:0xc226d4b267414f18!8m2!3d-6.9221985!4d106.928569!16s%2Fg%2F1pzrb6_1t!19sChIJM65evDBIaC4RGE9BZ7LUJsI?authuser=0&hl=en&rclk=1,Fast food restaurant,"Jl. A. Yani No.119, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,No-contact delivery | Delivery | Takeaway | Dine-in,Halal food | Kids' menu,Breakfast | Lunch | Dinner | Dessert,Good for kids | Toilets,Casual,Groups,Debit cards,  Sukabumi,,,$$,"Fast-food outlet serving up namesake root beer & floats, plus burgers, chicken, hot dogs & fries.",,,,,
Bakso Bpk Satimin Gozali,4.9,7 reviews,phone:tel:085724282966, 9 to 9:20AM,,"-6.8886688, 106.9527227",https://www.google.com/maps/place/Bakso+Bpk+Satimin+Gozali/data=!4m7!3m6!1s0x2e684963ef069a4f:0x619ad07d8208b3f8!8m2!3d-6.8886688!4d106.9527227!16s%2Fg%2F11fgj6r9vr!19sChIJT5oG72NJaC4R-LMIgn3QmmE?authuser=0&hl=en&rclk=1,Bakso restaurant,"Sudajaya Girang, Sukabumi, Sukabumi Regency, West Java 43151 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Sukabumi ,,,,,,,,,
Warung Nasi,4.3,20 reviews,, Open 24 hours,,"-6.9028205, 106.9380582",https://www.google.com/maps/place/Warung+Nasi/data=!4m7!3m6!1s0x2e6849b7a3b3d6cd:0xf959933785f4c1b!8m2!3d-6.9028205!4d106.9380582!16s%2Fg%2F1pzvbhsf8!19sChIJzdazo7dJaC4RG0xfeDOZlQ8?authuser=0&hl=en&rclk=1,Javanese restaurant,"3WWQ+V6F, Gg. Bukhari, Warnasari, Kab. Sukabumi, Kabupaten Sukabumi, Jawa Barat 43151 ",,Takeaway | Dine-in,Coffee | Halal food,,Good for kids,Casual | Cosy,,Cash only,  Sukabumi,Wheelchair-accessible seating,,,,,,,,
"Sate Maranggi ""AkI""",4.4,18 reviews,phone:tel:0859682873414, 4 to 11PM,,"-6.9002571, 106.9384631",https://www.google.com/maps/place/Sate+Maranggi+%22AkI%22/data=!4m7!3m6!1s0x2e6849b84a230d5d:0x58737d3eabf475e!8m2!3d-6.9002571!4d106.9384631!16s%2Fg%2F11fxvrs5yk!19sChIJXQ0jSrhJaC4RXke_6tM3hwU?authuser=0&hl=en&rclk=1,Satay restaurant,"3WXQ+V9W, Selabintana St, Warnasari, Sukabumi, Sukabumi Regency, West Java 43151 ",,Outdoor seating | Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Dinner | Dessert,Good for kids,Casual | Cosy,Groups,Cash only, Sukabumi ,,,,,,,,,
Taman Strawberry Sukabumi,4.1,982 reviews,phone:tel:02666251776, 9AM to 6PM,,"-6.8777946, 106.9066303",https://www.google.com/maps/place/Taman+Strawberry+Sukabumi/data=!4m7!3m6!1s0x2e68361755d6e671:0xb0818369c53314f4!8m2!3d-6.8777946!4d106.9066303!16s%2Fg%2F1pzxc4jjg!19sChIJcebWVRc2aC4R9BQzxWmDgbA?authuser=0&hl=en&rclk=1,Ikan bakar restaurant,"No. 10, Situgunung, Jl. Kadudampit, Kec. Kadudampit, Kabupaten Sukabumi, Jawa Barat 43153 ",,Outdoor seating | Kerbside pickup | Takeaway | Dine-in | Delivery,Coffee | Halal food | Kids' menu | Vegan options,Breakfast | Brunch | Lunch | Dinner | Catering | Dessert | Seating,Good for kids | Toilets,Casual | Cosy,Family friendly | Groups,Cash only,  Sukabumi,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,Accepts reservations,$$,,,,,,
Warung th ica,5,1 review,phone:tel:085723089399,,,"-6.8984833, 106.9209228",https://www.google.com/maps/place/Warung+th+ica/data=!4m7!3m6!1s0x2e6849d83b0acd41:0x5f128957bad27dd6!8m2!3d-6.8984833!4d106.9209228!16s%2Fg%2F11t51z7_2x!19sChIJQc0KO9hJaC4R1n3SuleJEl8?authuser=0&hl=en&rclk=1,Nasi restaurant,"kidul Gg. Kp. Baru, Parungseah, Kab. Sukabumi, Kabupaten Sukabumi, Jawa Barat 43151 ",,Takeaway | Dine-in,Halal food,Breakfast,Good for kids,Casual | Cosy,,Cash only,  Sukabumi,,,,,,,,,
Bakso Telor Selaawi/ Depan Ponpes Nur Ali,5,3 reviews,phone:tel:085313888411, 10AM to 10:02PM,,"-6.8932184, 106.9385709",https://www.google.com/maps/place/Bakso+Telor+Selaawi%2F+Depan+Ponpes+Nur+Ali/data=!4m7!3m6!1s0x2e6849128c933739:0xad03c6fd39321546!8m2!3d-6.8932184!4d106.9385709!16s%2Fg%2F11lsx3nllz!19sChIJOTeTjBJJaC4RRhUyOf3GA60?authuser=0&hl=en&rclk=1,Bakso restaurant,"Selabintana St No.194-176, Warnasari, Sukabumi, Sukabumi Regency, West Java 43151 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Sukabumi ,,,,,,,,,
Rumah Makan Cikole Sukabumi,4.4,"1,754 reviews",phone:tel:0266240028, 8AM to 7PM,,"-6.9176893, 106.9324112",https://www.google.com/maps/place/Rumah+Makan+Cikole+Sukabumi/data=!4m7!3m6!1s0x2e6848342edf899f:0x88c7b170b3847245!8m2!3d-6.9176893!4d106.9324112!16s%2Fg%2F1pzy67yf9!19sChIJn4nfLjRIaC4RRXKEs3Cxx4g?authuser=0&hl=en&rclk=1,Chicken restaurant,"Jl. Cikole Dalam No.34, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Outdoor seating | No-contact delivery | Delivery | Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Breakfast | Brunch | Lunch | Dinner | Catering | Dessert | Seating,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,  Sukabumi,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,Accepts reservations,$,,,,,,
Warung Nasi Setia Ibu Dedeh,4.5,2 reviews,phone:tel:083818480600, 9AM to 9PM,,"-6.8551859, 106.9507898",https://www.google.com/maps/place/Warung+Nasi+Setia+Ibu+Dedeh/data=!4m7!3m6!1s0x2e684bee97637a2b:0x6923dbe938ce09ab!8m2!3d-6.8551859!4d106.9507898!16s%2Fg%2F11fcssdr_x!19sChIJK3pjl-5LaC4RqwnOOOnbI2k?authuser=0&hl=en&rclk=1,Nasi restaurant,"Perbawati, Sukabumi, Sukabumi Regency, West Java 43151 ",,,,,,,,, Sukabumi ,,,,,,,,,
Fast Food Restaurant,,,,,,"-6.9223729, 106.9736297",https://www.google.com/maps/place/Fast+Food+Restaurant/data=!4m7!3m6!1s0x2e6848efa2ee1b7b:0x235dedb646ce7947!8m2!3d-6.9223729!4d106.9736297!16s%2Fg%2F11r_vnrmqp!19sChIJexvuou9IaC4RR3nORrbtXSM?authuser=0&hl=en&rclk=1,Restaurant,"Pasirhalang, Sukaraja, Sukabumi Regency, West Java ",,,,,,,,, Sukabumi ,,,,,,,,,
Warung seblak ateu,5,6 reviews,phone:tel:085721084865,,,"-6.8951422, 106.9232639",https://www.google.com/maps/place/Warung+seblak+ateu/data=!4m7!3m6!1s0x2e6849ef71b26a51:0xd3472fe4c8faff5e!8m2!3d-6.8951422!4d106.9232639!16s%2Fg%2F11h07t9x16!19sChIJUWqyce9JaC4RXv_6yOQvR9M?authuser=0&hl=en&rclk=1,Tegal restaurant,"4W3F+W8R, kp Gg. Kp. Berong, Parungseah, Kab. Sukabumi, Kabupaten Sukabumi, Jawa Barat 43151 ",,Takeaway | Dine-in,Halal food,,Good for kids,Cosy,,Cash only,  Sukabumi,,,,,,,,,
Rm.Cahaya Minang,4.9,11 reviews,, 10AM to 10PM,,"-6.9101956, 106.9217621",https://www.google.com/maps/place/Rm.Cahaya+Minang/data=!4m7!3m6!1s0x2e6849d2f9f5182b:0xc41cb3f039452183!8m2!3d-6.9101956!4d106.9217621!16s%2Fg%2F11gf4ns28v!19sChIJKxj1-dJJaC4RgyFFOfCzHMQ?authuser=0&hl=en&rclk=1,Padang restaurant,"Gg. Karakterdes 3 No.134, Karamat, Kec. Gunungpuyuh, Kota Sukabumi, Jawa Barat 43122 ",,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,  Sukabumi,Wheelchair-accessible seating,,,,,,,,
Fast Food Restaurant,,,,,,"-6.9170682, 106.9686682",https://www.google.com/maps/place/Fast+Food+Restaurant/data=!4m7!3m6!1s0x2e6848fb747e8bcd:0xe070c1be732576a7!8m2!3d-6.9170682!4d106.9686682!16s%2Fg%2F11n__6xt_4!19sChIJzYt-dPtIaC4Rp3Ylc77BcOA?authuser=0&hl=en&rclk=1,Fast food restaurant,"Sukaraja, Sukabumi Regency, West Java ",,,,,,,,, Sukabumi ,,,,,,,,,
Fast Food Restaurant,,,,,,"-6.9245883, 106.893743",https://www.google.com/maps/place/Fast+Food+Restaurant/data=!4m7!3m6!1s0x2e6837c610480a51:0x1def001a76df14c!8m2!3d-6.9245883!4d106.893743!16s%2Fg%2F11j30yrpqd!19sChIJUQpIEMY3aC4RTPFtpwHw3gE?authuser=0&hl=en&rclk=1,Fast food restaurant,"Jl. Babakan Damai No.1, Babakan, Kec. Cisaat, Kabupaten Sukabumi, Jawa Barat 43152 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual,Groups,,  Sukabumi,,,,,,,,,
Bakso kang agus,4.8,5 reviews,, 9AM to 9PM,,"-6.8629693, 106.9203813",https://www.google.com/maps/place/Bakso+kang+agus/data=!4m7!3m6!1s0x2e684ba4d02265b9:0x6a574523e9bcfa7d!8m2!3d-6.8629693!4d106.9203813!16s%2Fg%2F11frmq89bf!19sChIJuWUi0KRLaC4Rffq86SNFV2o?authuser=0&hl=en&rclk=1,Bakso restaurant,"4WPC+R56, Jl. Cipetir-Sudajaya, Sukamaju, Kec. Kadudampit, Kabupaten Sukabumi, Jawa Barat 43153 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,  Sukabumi,,,,,,,,,
Resep Jajan,4.9,25 reviews,phone:tel:085281477972,,,"-6.9043762, 106.9317686",https://www.google.com/maps/place/Resep+Jajan/data=!4m7!3m6!1s0x2e6849c8e080c58f:0x19dc971cbc75d620!8m2!3d-6.9043762!4d106.9317686!16s%2Fg%2F11c6cxz4yb!19sChIJj8WA4MhJaC4RINZ1vByX3Bk?authuser=0&hl=en&rclk=1,Sundanese restaurant,"Jl. Kapten Asmud Lubis Jl. Kabandungan No.43 c, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,Delivery | Takeaway | Dine-in,Halal food,Lunch | Dessert,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,  Sukabumi,Wheelchair-accessible seating,,,,,,,,
Ayam Penyet Doa IBU,5,1 review,phone:tel:08561831287, 9AM to 9PM,,"-6.9055526, 106.9224975",https://www.google.com/maps/place/Ayam+Penyet+Doa+IBU/data=!4m7!3m6!1s0x2e6849f97373de5f:0x956b1ed6163948d3!8m2!3d-6.9055526!4d106.9224975!16s%2Fg%2F11h2hf546j!19sChIJX95zc_lJaC4R00g5FtYea5U?authuser=0&hl=en&rclk=1,Ayam penyet restaurant,"Jl. Kopeng No.66, Karamat, Kec. Gunungpuyuh, Kota Sukabumi, Jawa Barat 43122 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,  Sukabumi,,,,,,,,,
warteg Sriwidari,4.3,25 reviews,, 8AM to 9PM,,"-6.9156164, 106.9269534",https://www.google.com/maps/place/warteg+Sriwidari/data=!4m7!3m6!1s0x2e6848324d5c7361:0x7577fe2ef345639f!8m2!3d-6.9156164!4d106.9269534!16s%2Fg%2F11f3x7kz5y!19sChIJYXNcTTJIaC4Rn2NF8y7-d3U?authuser=0&hl=en&rclk=1,Asian restaurant,"Jl. Sriwidari No.100, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43121 ",,Takeaway | Dine-in,Coffee | Halal food,Breakfast | Lunch,Good for kids,Casual | Cosy,,Cash only,  Sukabumi,Wheelchair-accessible car park | Wheelchair-accessible seating,,,,,,,,
Fast Food Restaurant,,,,,,"-6.9029531, 106.8841081",https://www.google.com/maps/place/Fast+Food+Restaurant/data=!4m7!3m6!1s0x2e6836461823e9b9:0xb765b7eebe89cf6d!8m2!3d-6.9029531!4d106.8841081!16s%2Fg%2F11rwncm124!19sChIJuekjGEY2aC4Rbc-Jvu63Zbc?authuser=0&hl=en&rclk=1,Fast food restaurant,"Nagrak, Cisaat, Sukabumi Regency, West Java ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual,Groups,, Sukabumi ,,,,,,,,,
Bubur Ayam Bunut Siliwangi,4.3,"3,202 reviews",phone:tel:0266221325, 6AM to 10PM,,"-6.9122668, 106.9349334",https://www.google.com/maps/place/Bubur+Ayam+Bunut+Siliwangi/data=!4m7!3m6!1s0x2e684835f8512c1f:0x38455f5a21925c73!8m2!3d-6.9122668!4d106.9349334!16s%2Fg%2F11cfdqlfx!19sChIJHyxR-DVIaC4Rc1ySIVpfRTg?authuser=0&hl=en&rclk=1,Porridge restaurant,"Jl. Siliwangi No.93, RT.01/RW.04, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,Coffee | Halal food | Healthy options | Kids' menu | Quick bite,Breakfast | Brunch | Lunch | Dinner | Seating,Gender-neutral toilets | Good for kids | Toilets,Casual | Cosy,Family friendly | Groups,Debit cards,  Sukabumi,Wheelchair-accessible toilet | Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,Accepts reservations,$$,,Fast service,,,,
WARTEG Bamboo,4.8,4 reviews,, 7AM to 9PM,,"-6.9108136, 106.9291973",https://www.google.com/maps/place/WARTEG+Bamboo/data=!4m7!3m6!1s0x2e6849e6a00006df:0xfb1af7acdf21a317!8m2!3d-6.9108136!4d106.9291973!16s%2Fg%2F11grq194h9!19sChIJ3wYAoOZJaC4RF6Mh36z3Gvs?authuser=0&hl=en&rclk=1,Tegal restaurant,"3WQH+MMG, Karamat, Gunungpuyuh, Kota Sukabumi, West Java 43122 ",,Takeaway | Dine-in,Coffee | Halal food,Breakfast | Lunch,Good for kids,Cosy,,Cash only,  Sukabumi,Wheelchair-accessible car park | Wheelchair-accessible seating,,,,,,,,
Mie Ayam Baso Majat Restaurant,,,,,,"-6.9430977, 106.9334212",https://www.google.com/maps/place/Mie+Ayam+Baso+Majat+Restaurant/data=!4m7!3m6!1s0x2e6848128279cbc7:0x8d8c24c20fbbf570!8m2!3d-6.9430977!4d106.9334212!16s%2Fg%2F11hf1_c4_7!19sChIJx8t5ghJIaC4RcPW7D8IkjI0?authuser=0&hl=en&rclk=1,Restaurant,"Gedongpanjang, Citamiang, Sukabumi City, West Java ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Sukabumi ,,,,,,,,,
Fast Food Restaurant,,,,,,"-6.9487096, 106.9149294",https://www.google.com/maps/place/Fast+Food+Restaurant/data=!4m7!3m6!1s0x2e6848022a3726ed:0xf59c3177ed3b65be!8m2!3d-6.9487096!4d106.9149294!16s%2Fg%2F11fswccxts!19sChIJ7SY3KgJIaC4RvmU77XcxnPU?authuser=0&hl=en&rclk=1,Fast food restaurant,"Dayeuhluhur, Warudoyong, Sukabumi City, West Java ",,Takeaway | Dine-in,Halal food,,Good for kids,,Groups,, Sukabumi ,,,,,,,,,
aam,,,,,,"-6.9150131, 106.9444819",https://www.google.com/maps/place/aam/data=!4m7!3m6!1s0x2e68491fbdfae3fd:0x7f945bf7213ea0ce!8m2!3d-6.9150131!4d106.9444819!16s%2Fg%2F11q57zm1kd!19sChIJ_eP6vR9JaC4RzqA-IfdblH8?authuser=0&hl=en&rclk=1,Tegal restaurant,"Jl. Ciaul Pasir No.114, Cisarua, Kec. Cikole, Kota Sukabumi, Jawa Barat 43115 ",,Takeaway | Dine-in,Halal food,,,Cosy,,Cash only,  Sukabumi,,,,,,,,,
Bakso Kangguru,4.3,126 reviews,phone:tel:089657703338, 9AM to 9PM,,"-6.9083214, 106.9188381",https://www.google.com/maps/place/Bakso+Kangguru/data=!4m7!3m6!1s0x2e68491e7d616523:0x4c9e05672e875048!8m2!3d-6.9083214!4d106.9188381!16s%2Fg%2F11hyc3nq9g!19sChIJI2VhfR5JaC4RSFCHLmcFnkw?authuser=0&hl=en&rclk=1,Soup restaurant,"alamat, Jl. Karamat No.15, Karamat, Kec. Gunungpuyuh, Kota Sukabumi, Jawa Barat 43121 ",,Outdoor seating | No-contact delivery | Delivery | Takeaway | Dine-in,Halal food | Kids' menu,Lunch | Dinner | Catering | Seating,Good for kids | Toilets | Free Wi-Fi,Casual | Cosy,Family friendly | Groups,Cash only | NFC mobile payments,  Sukabumi,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,Accepts reservations,,,,Identifies as women-owned,Identifies as women-owned,,
Warung Soto Dan Kopi Casman (casa_ manana),5,4 reviews,, 7AM to 10PM,,"-6.9077477, 106.9175169",https://www.google.com/maps/place/Warung+Soto+Dan+Kopi+Casman+(casa_+manana)/data=!4m7!3m6!1s0x2e6849279ec7e03f:0x8bd515f5e17d2b7a!8m2!3d-6.9077477!4d106.9175169!16s%2Fg%2F11hf1xycn9!19sChIJP-DHnidJaC4Reit94fUV1Ys?authuser=0&hl=en&rclk=1,Family restaurant,"Jl. Karamat No.86, Karamat, Kec. Gunungpuyuh, Kota Sukabumi, Jawa Barat 43122 ",,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,  Sukabumi,,,,,,,,,
Soto Madura,4.7,43 reviews,phone:tel:081911732328, 6:30AM to 5PM,,"-6.9153628, 106.9359913",https://www.google.com/maps/place/Soto+Madura/data=!4m7!3m6!1s0x2e68484a77ef56cf:0x647826542dc4abdc!8m2!3d-6.9153628!4d106.9359913!16s%2Fg%2F11hd6mnnpm!19sChIJz1bvd0pIaC4R3KvELVQmeGQ?authuser=0&hl=en&rclk=1,Javanese restaurant,"Cikole, Sukabumi City, West Java 43113 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only, Sukabumi ,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,,,,,,,,
Warung Bakso Pesona Cikaret,3.9,23 reviews,phone:tel:085863830441, 8AM to 9PM,,"-6.8932315, 106.9629482",https://www.google.com/maps/place/Warung+Bakso+Pesona+Cikaret/data=!4m7!3m6!1s0x2e68490bb14923ed:0x2382c610b0b65c57!8m2!3d-6.8932315!4d106.9629482!16s%2Fg%2F11bxc7bkdj!19sChIJ7SNJsQtJaC4RV1y2sBDGgiM?authuser=0&hl=en&rclk=1,Bakso restaurant,"4X47+P54, Jl. Goalpara, RT.001/RW.002, Sukamekar, Kec. Sukaraja, Kabupaten Sukabumi, Jawa Barat 43192 ",,Outdoor seating | Takeaway | Dine-in,Coffee | Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,  Sukabumi,Wheelchair-accessible car park | Wheelchair-accessible seating,,,,,,,,
