title,sub_category,address,metadata,coordinate,link,review_point,review_total,open_hours,regency,contact_number,amenities,site,check_in,check_out,price_level,Service options,Accessibility,Offerings,Dining options,Atmosphere,Payments,Amenities,Crowd,Planning,Highlights
VILLA UFO PACITAN,Lodge,"Jalan Pantai, Teleng, Ria, Kec. Pacitan, Kabupaten Pacitan, Jawa Timur 63514 ",,"-8.219253, 111.0791681",https://www.google.com/maps/place/VILLA+UFO+PACITAN/data=!4m7!3m6!1s0x2e7bdf31f9a0f5f3:0x1d2ff6738d283f19!8m2!3d-8.219253!4d111.0791681!16s%2Fg%2F11ng7c68h8!19sChIJ8_Wg-THfey4RGT8ojXP2Lx0?authuser=0&hl=en&rclk=1,5,63 reviews,,  Pacitan,phone:tel:081218181489,,https://villa-ufo-pacitan.business.site/?utm_source=gmb&utm_medium=referral,,,,,,,,,,,,,
DZ House,Housing complex,"Villa Sitinggil, blok A-24, Area Sawah, Pilangrejo, Kec. Wungu, Kabupaten Madiun, Jawa Timur 63181 ",,"-7.6657967, 111.5588383",https://www.google.com/maps/place/DZ+House/data=!4m7!3m6!1s0x2e79bd9b92ef040f:0xf79bfd7d72dc5f10!8m2!3d-7.6657967!4d111.5588383!16s%2Fg%2F11np4v7qbl!19sChIJDwTvkpu9eS4REF_ccn39m_c?authuser=0&hl=en&rclk=1,,,,  Madiun,,,,,,,,,,,,,,,,
Mas diky home,Villa,"Q76V+WXF, RT.01/RW.04, Jambewangi, Hadiluwih, Kec. Ngadirojo, Kabupaten Pacitan, Jawa Timur ",,"-8.2376837, 111.2949357",https://www.google.com/maps/place/Mas+diky+home/data=!4m7!3m6!1s0x2e7969006b257bbb:0x29c9c42b948069!8m2!3d-8.2376837!4d111.2949357!16s%2Fg%2F11tk8grwqw!19sChIJu3slawBpeS4RaYCUK8TJKQA?authuser=0&hl=en&rclk=1,,,,  Pacitan,,,,,,,,,,,,,,,,
RUMAH ARYUTA,Store,"Area Sawah, Pilangrejo, Wungu, Madiun Regency, East Java 63181 ",,"-7.6657368, 111.5579155",https://www.google.com/maps/place/RUMAH+ARYUTA/data=!4m7!3m6!1s0x2e79bd57478bdbd1:0x2e259d96cfb3c329!8m2!3d-7.6657368!4d111.5579155!16s%2Fg%2F11qq1gnm94!19sChIJ0duLR1e9eS4RKcOzz5adJS4?authuser=0&hl=en&rclk=1,5,1 review, 9AM to 8PM, Madiun ,phone:tel:082228305427,,,,,,In-store pick-up,,,,,,,,,
Villa Tukul indah,Housing development,"W378+HF, Area Pesawahan, Gondosari, Kec. Punung, Kabupaten Pacitan, Jawa Timur 63553 ",,"-8.0860282, 111.0661717",https://www.google.com/maps/place/Villa+Tukul+indah/data=!4m7!3m6!1s0x2e7bd7b37b827725:0x7af0bb672876deb8!8m2!3d-8.0860282!4d111.0661717!16s%2Fg%2F11rmv24vqy!19sChIJJXeCe7PXey4RuN52KGe78Ho?authuser=0&hl=en&rclk=1,,,,  Pacitan,,,,,,,,,,,,,,,,
Dinda D3,Villa,"Q7J3+RMX, Ngelo, Jetak, Kec. Tulakan, Kabupaten Pacitan, Jawa Timur 63571 ",,"-8.2178875, 111.2542229",https://www.google.com/maps/place/Dinda+D3/data=!4m7!3m6!1s0x2e7967a27e43a655:0xe1b3959b37270e93!8m2!3d-8.2178875!4d111.2542229!16s%2Fg%2F11q8y6b6m8!19sChIJVaZDfqJneS4Rkw4nN5uVs-E?authuser=0&hl=en&rclk=1,,,,  Pacitan,,,,,,,,,,,,,,,,
Kantor pemasaran perum. Villa Mutiara Demangan & Griya Mutiara Munggut,Corporate office,"8GVG+4M2, Demangan, Taman, Madiun City, East Java 63136 ",,"-7.6572251, 111.5266488",https://www.google.com/maps/place/Kantor+pemasaran+perum.+Villa+Mutiara+Demangan+%26+Griya+Mutiara+Munggut/data=!4m7!3m6!1s0x2e79bdb02c3b0cc3:0xc560878af0ce1c5c!8m2!3d-7.6572251!4d111.5266488!16s%2Fg%2F11fjgz1wmj!19sChIJwww7LLC9eS4RXBzO8IqHYMU?authuser=0&hl=en&rclk=1,5,1 review, 8AM to 4PM, Madiun ,phone:tel:081314788001,,http://www.instagram.com/mutiara_property_grup/,,,,,,,,,,,,,
omah kiki hardiyan,Villa,"V2H4+P8, Krajan Wetan, Mantren, Kec. Punung, Kabupaten Pacitan, Jawa Timur 63553 ",,"-8.1206799, 111.0059054",https://www.google.com/maps/place/omah+kiki+hardiyan/data=!4m7!3m6!1s0x2e7bd94ef29944ed:0xf201d3bf33a4200e!8m2!3d-8.1206799!4d111.0059054!16s%2Fg%2F11rjqh79y4!19sChIJ7USZ8k7Zey4RDiCkM7_TAfI?authuser=0&hl=en&rclk=1,5,1 review,,  Pacitan,,,,,,,,,,,,,,,,
Masjid Perumahan Villa Sitinggil 1 Desa Pilangrejo Kabupaten Madiun Kecamatan Wungu,Mosque,"8HM5+M65 Masjid Perumahan Villa Sitinggil, Area Sawah, Pilangrejo, Kec. Wungu, Kabupaten Madiun, Jawa Timur 63181 ",,"-7.6658556, 111.5581058",https://www.google.com/maps/place/Masjid+Perumahan+Villa+Sitinggil+1+Desa+Pilangrejo+Kabupaten+Madiun+Kecamatan+Wungu/data=!4m7!3m6!1s0x2e79bd4cc3b5105b:0x86cbd9676a0734c9!8m2!3d-7.6658556!4d111.5581058!16s%2Fg%2F11fq82qxxw!19sChIJWxC1w0y9eS4RyTQHamfZy4Y?authuser=0&hl=en&rclk=1,,,,  Madiun,,,,,,,,,,,,,,,,
Villa bukit nawangan,Lodging,"253Q+99G, Gawang, Nawangan, Kec. Nawangan, Kabupaten Pacitan, Jawa Timur 63584 ",,"-7.9965586, 111.1884571",https://www.google.com/maps/place/Villa+bukit+nawangan/data=!4m7!3m6!1s0x2e797f6bba447653:0x55d6f75d3a44335d!8m2!3d-7.9965586!4d111.1884571!16s%2Fg%2F11lbz5cjl1!19sChIJU3ZEumt_eS4RXTNEOl331lU?authuser=0&hl=en&rclk=1,,,,  Pacitan,,,,,,,,,,,,,,,,
Rumah dede eren,Villa,"W5WM+Q67, Blumbung, Gondang, Kec. Nawangan, Kabupaten Pacitan, Jawa Timur 63584 ",,"-8.0530773, 111.1830424",https://www.google.com/maps/place/Rumah+dede+eren/data=!4m7!3m6!1s0x2e797d71524c5f4d:0xd2c06210df8bd126!8m2!3d-8.0530773!4d111.1830424!16s%2Fg%2F11n11fv2kd!19sChIJTV9MUnF9eS4RJtGL3xBiwNI?authuser=0&hl=en&rclk=1,5,2 reviews,,  Pacitan,phone:tel:087776070990,,,,,,,,,,,,,,,
NABIHAN OLSHOP,Cosmetics store,"Perumahan Villa Sitinggil blok C25, Perumahan Villa Setinggil, Area Sawah, Pilangrejo, Kec. Wungu, Kabupaten Madiun, Jawa Timur 63181 ",,"-7.6670451, 111.5579499",https://www.google.com/maps/place/NABIHAN+OLSHOP/data=!4m7!3m6!1s0x2e79bdf1691c94ed:0x8d66beb551ac5130!8m2!3d-7.6670451!4d111.5579499!16s%2Fg%2F11hyt71h3c!19sChIJ7ZQcafG9eS4RMFGsUbW-Zo0?authuser=0&hl=en&rclk=1,,, 8AM to 6PM,  Madiun,phone:tel:081247703290,,,,,,Delivery | In-store pick-up,,,,,,,,,
HOMESTAY KANG MUZZZ,Villa,"X24J+CH7, Sambeng, Jeblogan, Kec. Karangtengah, Kabupaten Wonogiri, Jawa Tengah ",,"-8.0439736, 111.0314178",https://www.google.com/maps/place/HOMESTAY+KANG+MUZZZ/data=!4m7!3m6!1s0x2e7bd71ed9d54173:0x337c592ad7c36f44!8m2!3d-8.0439736!4d111.0314178!16s%2Fg%2F11tdcmxcw0!19sChIJc0HV2R7Xey4RRG_D1ypZfDM?authuser=0&hl=en&rclk=1,,,,  Wonogiri,,,,,,,,,,,,,,,,
Warung Vinus atas villa G G,Cafe,"Jl. Slamet, Besuki, Jugo, Kec. Mojo, Kabupaten Kediri, Jawa Timur 64162 ",,"-7.8616551, 111.8509939",https://www.google.com/maps/place/Warung+Vinus+atas+villa+G+G/data=!4m7!3m6!1s0x2e79ab2ba4d7af87:0x81201a8cc48a74cd!8m2!3d-7.8616551!4d111.8509939!16s%2Fg%2F11h2fx0q2h!19sChIJh6_XpCureS4RzXSKxIwaIIE?authuser=0&hl=en&rclk=1,5,8 reviews,,  Kediri,phone:tel:088155969422,,https://warung-vinus-atas-villa-gudang-garam.business.site/?utm_source=gmb&utm_medium=referral,,,,,,Coffee | Kids' menu,,Casual | Cosy,Cash only,Good for kids | High chairs,Groups,,
Villa Hembers Surf Camp,,"Q4F3+F5H, Unnamed Road, Kebon, Ploso, Pacitan, Pacitan Regency, East Java 63515 ",,"-8.2263083, 111.1029806",https://www.google.com/maps/place/Villa+Hembers+Surf+Camp/data=!4m10!3m9!1s0x2e79602481f79d7f:0x37b7772194226a98!5m2!4m1!1i2!8m2!3d-8.2263083!4d111.1029806!16s%2Fg%2F11c6_bghtg!19sChIJf533gSRgeS4RmGoilCF3tzc?authuser=0&hl=en&rclk=1,4.9,63 reviews,, Pacitan ,phone:tel:081222200292, Free parking available  |  Pool unavailable  |  Laundry service available  |  Beach access available  |  Kid-friendly available ,https://villahembers.com/news/,,,,,,,,,,,,,
Dewi,Housing development,"Jl. Serayu Perum Griya Kencana No.c18, Banjarejo, Kec. Taman, Kota Madiun, Jawa Timur 63137 ",,"-7.6500141, 111.5298185",https://www.google.com/maps/place/Dewi/data=!4m7!3m6!1s0x2e79bfe7861edd57:0x39d779940e9a3841!8m2!3d-7.6500141!4d111.5298185!16s%2Fg%2F11ptz60d7x!19sChIJV90ehue_eS4RQTiaDpR51zk?authuser=0&hl=en&rclk=1,,,,  Madiun,,,,,,,,,,,,,,,,
Pundung,Villa,"22MG+QFW, Ngrau, Kudi, Kec. Batuwarno, Kabupaten Wonogiri, Jawa Tengah 57674 ",,"-7.9656177, 111.0257292",https://www.google.com/maps/place/Pundung/data=!4m7!3m6!1s0x2e7bd5a99ae7083d:0x32d22d9fd90e8f2b!8m2!3d-7.9656177!4d111.0257292!16s%2Fg%2F11s2j0k0_9!19sChIJPQjnmqnVey4RK48O2Z8t0jI?authuser=0&hl=en&rclk=1,,,,  Wonogiri,,,,,,,,,,,,,,,,
Rumah kost pak udi / kost caruban,Villa,"FM47+2QR, Jalan Dokter Sutomo, Caruban, Mejayan, Kec. Mejayan, Kabupaten Madiun, Jawa Timur 63153 ",,"-7.5448843, 111.6643786",https://www.google.com/maps/place/Rumah+kost+pak+udi+%2F+kost+caruban/data=!4m7!3m6!1s0x2e79c70f14e08129:0x94ae40d69777b28a!8m2!3d-7.5448843!4d111.6643786!16s%2Fg%2F11tcmjd9_5!19sChIJKYHgFA_HeS4RirJ3l9ZArpQ?authuser=0&hl=en&rclk=1,,, 8AM to 8PM,  Madiun,phone:tel:085259943630,,,,,,,,,,,,,,,
Home yayank,Villa,"23JX+4X3, Ngandong, Sukoharjo, Kec. Tirtomoyo, Kabupaten Wonogiri, Jawa Tengah ",,"-7.9697476, 111.0999087",https://www.google.com/maps/place/Home+yayank/data=!4m7!3m6!1s0x2e797fe9cbf32c27:0xd86f87c1c572c26c!8m2!3d-7.9697476!4d111.0999087!16s%2Fg%2F11t4cdplkp!19sChIJJyzzy-l_eS4RbMJyxcGHb9g?authuser=0&hl=en&rclk=1,,,,  Wonogiri,,,,,,,,,,,,,,,,
Rumah Allif,Housing complex,"Blk. B Perumahan Villa Setinggil No.47, Area Sawah, Pilangrejo, Kec. Wungu, Kabupaten Madiun, Jawa Timur 63181 ",,"-7.6658317, 111.558567",https://www.google.com/maps/place/Rumah+Allif/data=!4m7!3m6!1s0x2e79bd7965d43839:0xe4cd03ddc8b85f36!8m2!3d-7.6658317!4d111.558567!16s%2Fg%2F11js2wd2wx!19sChIJOTjUZXm9eS4RNl-4yN0DzeQ?authuser=0&hl=en&rclk=1,5,2 reviews, 8AM to 11PM,  Madiun,,,,,,,,,,,,,,,,
Lungur gede,Villa,"R75Q+588, Girgunung, Kluwih, Kec. Tulakan, Kabupaten Pacitan, Jawa Timur 63571 ",,"-8.193188, 111.2886165",https://www.google.com/maps/place/Lungur+gede/data=!4m7!3m6!1s0x2e7969698ae23733:0x91ee675f2f7aa4e9!8m2!3d-8.193188!4d111.2886165!16s%2Fg%2F11s7zdmvqg!19sChIJMzfiimlpeS4R6aR6L19n7pE?authuser=0&hl=en&rclk=1,,,,  Pacitan,,,,,,,,,,,,,,,,
VP Gempur,Villa,"V742+9X4, Tanjung, Gasang, Kec. Tulakan, Kabupaten Pacitan, Jawa Timur 63571 ",,"-8.1444181, 111.2530479",https://www.google.com/maps/place/VP+Gempur/data=!4m7!3m6!1s0x2e79656d7701e0b1:0x922989c13268e8f9!8m2!3d-8.1444181!4d111.2530479!16s%2Fg%2F11tjm_4767!19sChIJseABd21leS4R-ehoMsGJKZI?authuser=0&hl=en&rclk=1,,,,  Pacitan,,,,,,,,,,,,,,,,
Rafie Hayunda Homestay,Villa,"Q5H4+8Q6, Krajan, Kebonagung, Kec. Kebonagung, Kabupaten Pacitan, Jawa Timur 63561 ",,"-8.2217795, 111.1568993",https://www.google.com/maps/place/Rafie+Hayunda+Homestay/data=!4m7!3m6!1s0x2e7961d69fdfdc61:0xf7d825b27f04f20b!8m2!3d-8.2217795!4d111.1568993!16s%2Fg%2F11tj2ykwbl!19sChIJYdzfn9ZheS4RC_IEf7Il2Pc?authuser=0&hl=en&rclk=1,,,,  Pacitan,,,,,,,,,,,,,,,,
Lenggong Village ( Robby ),Villa,"Jln. Swakarsa No. 7 Ngelengong, Jarum, Mantren, Kec. Punung, Kabupaten Pacitan, Jawa Timur 63554 ",,"-8.1124544, 110.9991455",https://www.google.com/maps/place/Lenggong+Village+(+Robby+)/data=!4m7!3m6!1s0x2e7bd9274c360ded:0x77841b68c0c5aa3d!8m2!3d-8.1124544!4d110.9991455!16s%2Fg%2F11t527wfpr!19sChIJ7Q02TCfZey4RParFwGgbhHc?authuser=0&hl=en&rclk=1,5,2 reviews,,  Pacitan,,,,,,,,,,,,,,,,
Warung Makan Serderhana Rizki,Coffee shop,"Perumahan Villa Setinggil, Area Sawah, Pilangrejo, Kec. Wungu, Kabupaten Madiun, Jawa Timur 63181 ",,"-7.667163, 111.5581824",https://www.google.com/maps/place/Warung+Makan+Serderhana+Rizki/data=!4m7!3m6!1s0x2e79bd3f1b12e3ab:0x469e1f29d551176e!8m2!3d-7.667163!4d111.5581824!16s%2Fg%2F11fl9k0hpq!19sChIJq-MSGz-9eS4RbhdR1SkfnkY?authuser=0&hl=en&rclk=1,5,4 reviews, 8AM to 12AM,  Madiun,phone:tel:081359933733,,,,,,Takeaway | Dine-in,,Coffee,,Casual | Cosy,Cash only,,Groups,,
KATENEN's House,Villa,"Suden, rt02/rw06, Sambeng, Jeblogan, Kec. Karangtengah, Kabupaten Wonogiri, Jawa Tengah 57677 ",,"-8.0476854, 111.0355162",https://www.google.com/maps/place/KATENEN's+House/data=!4m7!3m6!1s0x2e7bd7f4a3f80e05:0x2e9ba3f75dd49770!8m2!3d-8.0476854!4d111.0355162!16s%2Fg%2F11swpdzq6f!19sChIJBQ74o_TXey4RcJfUXfejmy4?authuser=0&hl=en&rclk=1,,, Open 24 hours,  Wonogiri,,,,,,,,,,,,,,,,
Vilka Make Up Artist,Make-up artist,"9G4J+5CJ, Pandean, Taman, Madiun City, East Java 63133 ",,"-7.6445317, 111.5310182",https://www.google.com/maps/place/Vilka+Make+Up+Artist/data=!4m7!3m6!1s0x2e79bf60aabc77f1:0xf4077be4e0770099!8m2!3d-7.6445317!4d111.5310182!16s%2Fg%2F11gzpcbgbj!19sChIJ8Xe8qmC_eS4RmQB34OR7B_Q?authuser=0&hl=en&rclk=1,,, 9AM to 4PM, Madiun ,phone:tel:082231231177,,,,,,,,,,,,,,,
Rumah kumpul keluarga Mbah tukinen,Villa,"Sukorejo Rt4, RW.3, Sukorejo, Nglaran, Kec. Tulakan, Kabupaten Pacitan, Jawa Timur 63571 ",,"-8.2121397, 111.2442606",https://www.google.com/maps/place/Rumah+kumpul+keluarga+Mbah+tukinen/data=!4m7!3m6!1s0x2e7967f23e16dc1b:0x769a4205e920b3d!8m2!3d-8.2121397!4d111.2442606!16s%2Fg%2F11rzhlbnvj!19sChIJG9wWPvJneS4RPQuSXiCkaQc?authuser=0&hl=en&rclk=1,,,,  Pacitan,,,,,,,,,,,,,,,,
Pondok Mahasiswi Nurul Ilmi,Lodge,"Jl. Sri Sedani No.6, Kanigoro, Kec. Kartoharjo, Kota Madiun, Jawa Timur 63118 ",,"-7.6346866, 111.5493733",https://www.google.com/maps/place/Pondok+Mahasiswi+Nurul+Ilmi/data=!4m7!3m6!1s0x2e79bfcb237edded:0xa540dc6c7ffac99!8m2!3d-7.6346866!4d111.5493733!16s%2Fg%2F11rnpbt885!19sChIJ7d1-I8u_eS4Rmaz_x8YNVAo?authuser=0&hl=en&rclk=1,5,6 reviews,,  Madiun,phone:tel:081336190879,,,,,,,,,,,,,,,
DANYANG KEBON,Villa,"22CX+XMH, Kebon, Temboro, Kec. Karangtengah, Kabupaten Wonogiri, Jawa Tengah 57677 ",,"-7.9775725, 111.0492473",https://www.google.com/maps/place/DANYANG+KEBON/data=!4m7!3m6!1s0x2e7bd54a7e01ea6d:0x29a209c28fd7efc0!8m2!3d-7.9775725!4d111.0492473!16s%2Fg%2F11p6_hcjvk!19sChIJbeoBfkrVey4RwO_Xj8IJoik?authuser=0&hl=en&rclk=1,,,,  Wonogiri,,,,,,,,,,,,,,,,
Asatta Make Up,Make-up artist,"Perumahan Villa Setinggil Blok C-03, Area Sawah, Pilangrejo, Kec. Wungu, Kabupaten Madiun, Jawa Timur 63181 ",,"-7.6668074, 111.5580015",https://www.google.com/maps/place/Asatta+Make+Up/data=!4m7!3m6!1s0x2e79bde5008d48f3:0x95423cfda0728011!8m2!3d-7.6668074!4d111.5580015!16s%2Fg%2F11h6l33ppj!19sChIJ80iNAOW9eS4REYByoP08QpU?authuser=0&hl=en&rclk=1,,,,  Madiun,phone:tel:08155653877,,,,,,,,,,,,,,,
Selfiana,Villa,"X9HF+JV5, Jl. Gunung Payung, Dukuh Joso, Wates, Kec. Slahung, Kabupaten Ponorogo, Jawa Timur 63463 ",,"-8.0209763, 111.3747273",https://www.google.com/maps/place/Selfiana/data=!4m7!3m6!1s0x2e7971486808cd57:0x4a53dcac4eabb1da!8m2!3d-8.0209763!4d111.3747273!16s%2Fg%2F11t1d9df6_!19sChIJV80IaEhxeS4R2rGrTqzcU0o?authuser=0&hl=en&rclk=1,,,,  Ponorogo,,,,,,,,,,,,,,,,
SUSILO TRANS,Car rental agency,"Perumahan Villa Sitinggil, Area Sawah, Pilangrejo, Kec. Wungu, Kabupaten Madiun, Jawa Timur 63181 ",,"-7.6654378, 111.5588082",https://www.google.com/maps/place/SUSILO+TRANS/data=!4m7!3m6!1s0x2e79bdd1a9c86e97:0x1a9f29260bc6dc86!8m2!3d-7.6654378!4d111.5588082!16s%2Fg%2F11rkh8zkg9!19sChIJl27IqdG9eS4RhtzGCyYpnxo?authuser=0&hl=en&rclk=1,5,1 review, Open 24 hours,  Madiun,phone:tel:083845033793,,,,,,,,,,,,,,,
Villa Ngrandu,Greenhouse,"W835+676, Sobo, Pucangombo, Kec. Tegalombo, Kabupaten Pacitan, Jawa Timur 63582 ",,"-8.0969649, 111.3081424",https://www.google.com/maps/place/Villa+Ngrandu/data=!4m7!3m6!1s0x2e796f47546e904d:0x36280584bf9b66ef!8m2!3d-8.0969649!4d111.3081424!16s%2Fg%2F11h1dj3tyg!19sChIJTZBuVEdveS4R72abv4QFKDY?authuser=0&hl=en&rclk=1,4,1 review,,  Pacitan,,,,,,,,,,,,,,,,
Warung Bakso Mie Ayam Warkobar,Brunch restaurant,"Perumahan Villa Setinggil Blok B-26, Area Sawah, Pilangrejo, Kec. Wungu, Kabupaten Madiun, Jawa Timur 63181 ",,"-7.6669866, 111.5580793",https://www.google.com/maps/place/Warung+Bakso+Mie+Ayam+Warkobar/data=!4m7!3m6!1s0x2e79bd4aeb0e119d:0x897a2e46f87f8c49!8m2!3d-7.6669866!4d111.5580793!16s%2Fg%2F11n__65dp9!19sChIJnREO60q9eS4RSYx_-EYueok?authuser=0&hl=en&rclk=1,,, 10AM to 9PM,  Madiun,phone:tel:081246604590,,,,,,Takeaway | Dine-in,,Halal food,Lunch,Casual | Cosy,Cash only,Good for kids,Groups,,
Pakelan Village,Villa,"347Q+MP5, Pundungan, Sidorejo, Kec. Tirtomoyo, Kabupaten Wonogiri, Jawa Tengah 57672 ",,"-7.9358644, 111.1393549",https://www.google.com/maps/place/Pakelan+Village/data=!4m7!3m6!1s0x2e797ff32e55afed:0x85850ac663205af5!8m2!3d-7.9358644!4d111.1393549!16s%2Fg%2F11rl1bxjnw!19sChIJ7a9VLvN_eS4R9VogY8YKhYU?authuser=0&hl=en&rclk=1,5,1 review,,  Wonogiri,,,,,,,,,,,,,,,,
Omah'e Tio,Villa,"27CC+V37, Jalan Raya, Kaliwungu, Bandar, Pacitan Regency, East Java 63583 ",,"-7.9778254, 111.2701659",https://www.google.com/maps/place/Omah'e+Tio/data=!4m7!3m6!1s0x2e7979f394c6def5:0xf7e75a90add12688!8m2!3d-7.9778254!4d111.2701659!16s%2Fg%2F11js7v_056!19sChIJ9d7GlPN5eS4RiCbRrZBa5_c?authuser=0&hl=en&rclk=1,,,, Pacitan ,,,,,,,,,,,,,,,,
Lyly Zetta Store,Clothing store,"Perumahan Villa Sitinggil Blok D-14, Area Sawah, Pilangrejo, Wungu, Madiun Regency, East Java 63181 ",,"-7.6667806, 111.557761",https://www.google.com/maps/place/Lyly+Zetta+Store/data=!4m7!3m6!1s0x2e79bdfd095a1ce5:0x5415e4675c86a5f8!8m2!3d-7.6667806!4d111.557761!16s%2Fg%2F11hzy836q5!19sChIJ5RxaCf29eS4R-KWGXGfkFVQ?authuser=0&hl=en&rclk=1,5,1 review, 7:30AM to 5PM, Madiun ,phone:tel:085755240947,,,,,,In-store pick-up,,,,,,,,,
PENDOPO MBAH DOK,Villa,"22MG+Q8Q, Jl. Dusun Pundung, RT.01/RW.03, Ngrau, Kudi, Kec. Batuwarno, Kabupaten Wonogiri, Jawa Tengah 57674 ",,"-7.9655284, 111.0258543",https://www.google.com/maps/place/PENDOPO+MBAH+DOK/data=!4m7!3m6!1s0x2e7bd5a5a0bd9ddb:0xe89b148641a0e473!8m2!3d-7.9655284!4d111.0258543!16s%2Fg%2F11t7vq_gv9!19sChIJ2529oKXVey4Rc-SgQYYUm-g?authuser=0&hl=en&rclk=1,,, Open 24 hours,  Wonogiri,,,,,,,,,,,,,,,,
Lapak Grafika,Clothing store,"Perum Villa Sitinggil, Blk. C- D No.32, Area Sawah, Pilangrejo, Kec. Wungu, Kabupaten Madiun, Jawa Timur 63181 ",,"-7.6664901, 111.5579829",https://www.google.com/maps/place/Lapak+Grafika/data=!4m7!3m6!1s0x2e79bdb051c8ec05:0xa8b249e1b39b9cc2!8m2!3d-7.6664901!4d111.5579829!16s%2Fg%2F11lkgpgq_1!19sChIJBezIUbC9eS4Rwpybs-FJsqg?authuser=0&hl=en&rclk=1,,, Open 24 hours,  Madiun,phone:tel:082146255270,,,,,,In-store pick-up | In-store shopping,,,,,,,,,
Tejo com,Villa,"345X+R36, Sengon, Penggung, Kec. Nawangan, Kabupaten Pacitan, Jawa Timur 63584 ",,"-7.940469, 111.1476342",https://www.google.com/maps/place/Tejo+com/data=!4m7!3m6!1s0x2e797f1f3a68c869:0xcd546b749fbec7e4!8m2!3d-7.940469!4d111.1476342!16s%2Fg%2F11rfpgrxgl!19sChIJachoOh9_eS4R5Me-n3RrVM0?authuser=0&hl=en&rclk=1,5,1 review, Open 24 hours,  Pacitan,,,,,,,,,,,,,,,,
Holl Villa - Family Two Bedroom Private Pool Villa in Legian,,"Jl. Kresna No.89, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361 ",,"-8.7030345, 115.1729001",https://www.google.com/maps/place/Holl+Villa+-+Family+Two+Bedroom+Private+Pool+Villa+in+Legian/data=!4m7!3m6!1s0x2dd246c8a4633d73:0x5e4a321f0af2b504!8m2!3d-8.7030345!4d115.1729001!16s%2Fg%2F11f4wsrn_1!19sChIJcz1jpMhG0i0RBLXyCh8ySl4?authuser=0&hl=en&rclk=1,4.8,18 reviews, Open 24 hours,  Badung,phone:tel:082213022899, Free Wi-Fi available  |  Free parking available  |  Outdoor pool available  |  Laundry service available  |  Room service available  |  Kid-friendly available  |  Airport shuttle available ,http://www.hollvilla.com/,,,,,,,,,,,,,
Jajar Street,Villa,"345P+QR4, Pundungan, Sidorejo, Kec. Tirtomoyo, Kabupaten Wonogiri, Jawa Tengah 57672 ",,"-7.9406013, 111.137068",https://www.google.com/maps/place/Jajar+Street/data=!4m7!3m6!1s0x2e797ff44263b7ef:0x1f846b5fd321a06d!8m2!3d-7.9406013!4d111.137068!16s%2Fg%2F11sr8wtsyq!19sChIJ77djQvR_eS4RbaAh019rhB8?authuser=0&hl=en&rclk=1,5,1 review,,  Wonogiri,,,,,,,,,,,,,,,,
Kos Bu Ninik,Hostel,"Jl. Puntuk No.5, Nglames, Kec. Madiun, Kabupaten Madiun, Jawa Timur 63123 ",,"-7.6019601, 111.5332601",https://www.google.com/maps/place/Kos+Bu+Ninik/data=!4m7!3m6!1s0x2e79bf6f191073a7:0xf3dfee6ee7331637!8m2!3d-7.6019601!4d111.5332601!16s%2Fg%2F11szj72d3j!19sChIJp3MQGW-_eS4RNxYz527u3_M?authuser=0&hl=en&rclk=1,5,1 review,,  Madiun,,,,,,,,,,,,,,,,
Reny Aliya Larasati,Villa,"23XG+592, Jatiroto Tirtomoyo, Tirisanwetan, Wiroko, Kec. Tirtomoyo, Kabupaten Wonogiri, Jawa Tengah 57672 ",,"-7.9521091, 111.0758974",https://www.google.com/maps/place/Reny+Aliya+Larasati/data=!4m7!3m6!1s0x2e7bd5491ee8dd71:0xcb5c02412f1a3164!8m2!3d-7.9521091!4d111.0758974!16s%2Fg%2F11qg4gjhzn!19sChIJcd3oHknVey4RZDEaL0ECXMs?authuser=0&hl=en&rclk=1,,,,  Wonogiri,,,,,,,,,,,,,,,,
Griya Kakung Boiman,Villa,"R8R4+5Q9, Jeruk, Ngumbul, Kec. Tulakan, Kabupaten Pacitan, Jawa Timur 63571 ",,"-8.159065, 111.3067915",https://www.google.com/maps/place/Griya+Kakung+Boiman/data=!4m7!3m6!1s0x2e7969b05a92e745:0xd7c22dff2bf35b00!8m2!3d-8.159065!4d111.3067915!16s%2Fg%2F11rzfx6jnb!19sChIJReeSWrBpeS4RAFvzK_8twtc?authuser=0&hl=en&rclk=1,5,2 reviews, Open 24 hours,  Pacitan,phone:tel:081358706404,,,,,,,,,,,,,,,
RAYAP SENGON,Villa,"Kowang, Padi, Tulakan, Pacitan Regency, East Java 63571 ",,"-8.2010064, 111.2543847",https://www.google.com/maps/place/RAYAP+SENGON/data=!4m7!3m6!1s0x2e79677e1926e7b5:0x9b267b7fd04a0213!8m2!3d-8.2010064!4d111.2543847!16s%2Fg%2F11qrzsx4sm!19sChIJtecmGX5neS4REwJK0H97Jps?authuser=0&hl=en&rclk=1,5,2 reviews, Open 24 hours, Pacitan ,phone:tel:087758827779,,,,,,,,,,,,,,,
