title,review_point,review_total,address,site,contact_number,check_in,check_out,metadata,amenities,coordinate,regency,link,sub_category,price_level,open_hours,about
Hotel Sari Jeneponto,3.6,98 reviews,"Jl. Lanto Dg Pasewang No.127, Kalukuang, Kec. Binamu, Kabupaten Jeneponto, Sulawesi Selatan 92351 ",,phone:tel:082335550575,,,, Free Wi-Fi available  |  Pool unavailable ,"-5.6690578, 119.7312996",  Jeneponto,https://www.google.com/maps/place/Hotel+Sari+Jeneponto/data=!4m10!3m9!1s0x2db937804769152d:0xc3ca2bc00629bb7b!5m2!4m1!1i2!8m2!3d-5.6690578!4d119.7312996!16s%2Fg%2F11hyt6ybrk!19sChIJLRVpR4A3uS0Re7spBsArysM?authuser=0&hl=en&rclk=1,,,,
Five Two Homestay,4.4,29 reviews,"Jl. Kaliwaru No.1, Kaliwaru, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283 ",,phone:tel:081392109171,,,, Free Wi-Fi available  |  Pool unavailable ,"-7.7622072, 110.3975641",  Sleman,https://www.google.com/maps/place/Five+Two+Homestay/data=!4m10!3m9!1s0x2e7a599ccb25cf5f:0xabbb10cafc1a17f6!5m2!4m1!1i2!8m2!3d-7.7622072!4d110.3975641!16s%2Fg%2F11rdc09ll4!19sChIJX88ly5xZei4R9hca_MoQu6s?authuser=0&hl=en&rclk=1,,,,
Grandmas Plus Hotel Seminyak,4.4,"1,558 reviews","Jl. Camplung Tanduk No.99, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361 ",https://www.grandmashotel.com/seminyak,phone:tel:03613000599,,,, Free Wi-Fi available  |  Breakfast available  |  Parking available  |  Outdoor pool available  |  Laundry service available  |  Beach access available  |  Kid-friendly available  |  Restaurant available  |  Spa available ,"-8.6921415, 115.1615677",  Badung,https://www.google.com/maps/place/Grandmas+Plus+Hotel+Seminyak/data=!4m10!3m9!1s0x2dd2471e5a404fd1:0xc22bfe398b8b8bd1!5m2!4m1!1i2!8m2!3d-8.6921415!4d115.1615677!16s%2Fg%2F11bbrcg5bm!19sChIJ0U9AWh5H0i0R0YuLizn-K8I?authuser=0&hl=en&rclk=1,,,,
Benteng Hotel,3.9,522 reviews,"Jl. Soekarno - Hatta No.16, Labuh Baru Tim., Kec. Payung Sekaki, Kota Pekanbaru, Riau 28292 ",http://bentenghotelpku.com/,phone:tel:076139079,,,, Free Wi-Fi available  |  Breakfast available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle unavailable ,"0.4931614, 101.4186459",  Pekanbaru,https://www.google.com/maps/place/Benteng+Hotel/data=!4m10!3m9!1s0x31d5abe31c5f048d:0xdb8e41ed79d624ae!5m2!4m1!1i2!8m2!3d0.4931614!4d101.4186459!16s%2Fg%2F1pzrp381b!19sChIJjQRfHOOr1TERriTWee1Bjts?authuser=0&hl=en&rclk=1,,,,
OYO 120 GP Residence,3.4,374 reviews,"Jl. Lestari Hijau 2 Blok D3B No.50 Dekat Scientia Square Park RT.7 2, Medang, Kec. Pagedangan, Jakarta, Bali 15334 ",https://www.oyorooms.com/h/40774/?utm_source=GMB_ID&utm_medium=Organic&utm_campaign=ID_JKT019&latitude=-6.265719&longitude=106.611785&locale=id,phone:tel:085217121613,,,, Free Wi-Fi available  |  Pool unavailable  |  Air-conditioned available  |  Kid-friendly available ,"-6.2650289, 106.6126861",,https://www.google.com/maps/place/OYO+120+GP+Residence/data=!4m10!3m9!1s0x2e69fd080e0ad6bb:0xc582fd9207889ec6!5m2!4m1!1i2!8m2!3d-6.2650289!4d106.6126861!16s%2Fg%2F11gn1vd8l0!19sChIJu9YKDgj9aS4Rxp6IB5L9gsU?authuser=0&hl=en&rclk=1,,,,
PinkCoco Gili Air,4.7,411 reviews,"Jl. Pantai, Gili Indah, Kec. Pemenang, Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352 ",http://www.pinkhotels.com/,phone:tel:03706198678,,,, Free Wi-Fi available  |  Paid breakfast available  |  Free parking available  |  Accessible unavailable  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Business center unavailable  |  Pet-friendly unavailable  |  Beach access available  |  Room service available  |  Restaurant available  |  Airport shuttle available  |  Spa available  |  Fitness center unavailable  |  Bar available  |  Smoke-free unavailable ,"-8.3581654, 116.0752537",  Lombok Utara,https://www.google.com/maps/place/PinkCoco+Gili+Air/data=!4m10!3m9!1s0x2dcdddc547f99f95:0xeaff8f0c63376cfb!5m2!4m1!1i2!8m2!3d-8.3581654!4d116.0752537!16s%2Fg%2F11f5ly6b_x!19sChIJlZ_5R8XdzS0R-2w3YwyP_-o?authuser=0&hl=en&rclk=1,,,,
hotel,4.2,"2,248 reviews","Jl. Moh. Toha No.KM.2,1, RT.003/RW.001, Pabuaran Tumpeng, Kec. Karawaci, Kota Tangerang, Banten 15115 ",,phone:tel:02129662929,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available ,"-6.1700857, 106.6169203",  Tangerang,https://www.google.com/maps/place/hotel/data=!4m10!3m9!1s0x2e69ff3a713e0d39:0xd19baf967dc2bf3d!5m2!4m1!1i2!8m2!3d-6.1700857!4d106.6169203!16s%2Fg%2F11b8t67n2x!19sChIJOQ0-cTr_aS4RPb_CfZavm9E?authuser=0&hl=en&rclk=1,,,,
89 Hotel,4.2,"1,291 reviews","Baloi Permai, Jl. Pembangunan, Batu Selicin, Kec. Lubuk Baja, Kota Batam, Kepulauan Riau 29444 ",http://www.89hotel.com/,phone:tel:0778433789,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available  |  Hot tub available  |  Spa available  |  Fitness center available ,"1.1374709, 104.0083003",  Batam,https://www.google.com/maps/place/89+Hotel/data=!4m10!3m9!1s0x31d9897fce007709:0xf2050695f599bc76!5m2!4m1!1i2!8m2!3d1.1374709!4d104.0083003!16s%2Fg%2F1trccy33!19sChIJCXcAzn-J2TERdryZ9ZUGBfI?authuser=0&hl=en&rclk=1,,,,
The Bellezza Suites,4.3,"1,056 reviews","Jl. Arteri Permata Hijau Jl. Letnan Jenderal Soepeno No.34, RT.4/RW.2, Grogol Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210 ",,phone:tel:02129916008,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Accessible available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Restaurant available  |  Airport shuttle unavailable  |  Hot tub available  |  Spa available  |  Fitness center available ,"-6.2220039, 106.7830363",  Jakarta Selatan,https://www.google.com/maps/place/The+Bellezza+Suites/data=!4m10!3m9!1s0x2e69f13274446315:0xe751197f5e059c5c!5m2!4m1!1i2!8m2!3d-6.2220039!4d106.7830363!16s%2Fg%2F11zlq4sj_!19sChIJFWNEdDLxaS4RXJwFXn8ZUec?authuser=0&hl=en&rclk=1,,,,
OYO 3156 Hotel Warta Dua,3.8,222 reviews,"Cokroaminoto St No.56, Pemecutan Kaja, Denpasar Utara, Denpasar City, Bali 80231 ",https://www.oyorooms.com/h/98483/?utm_source=GMB_ID&utm_medium=Organic&utm_campaign=ID_BLI151&latitude=-8.6415717038&longitude=115.209374428&locale=id,phone:tel:02129707601,,,, Free Wi-Fi available  |  Breakfast available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Pet-friendly unavailable  |  Kid-friendly available  |  Airport shuttle unavailable ,"-8.6415734, 115.2093744", Denpasar ,https://www.google.com/maps/place/OYO+3156+Hotel+Warta+Dua/data=!4m10!3m9!1s0x2dd23f434727f081:0xcb027e343ccf0421!5m2!4m1!1i2!8m2!3d-8.6415734!4d115.2093744!16s%2Fg%2F1wt6glcm!19sChIJgfAnR0M_0i0RIQTPPDR-Ass?authuser=0&hl=en&rclk=1,,,,
D HOTEL,4.2,"2,306 reviews","Jl. Sultan Agung No.9, RT.1/RW.1, Guntur, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12980 ",https://hoteljakarta.top/,phone:tel:02183782626,,,, Free Wi-Fi available  |  Breakfast available  |  Free parking available  |  Accessible available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available ,"-6.2055675, 106.8344301",  Jakarta Selatan,https://www.google.com/maps/place/D+HOTEL/data=!4m10!3m9!1s0x2e69f411ec6b6389:0xd35a3f97c8fa9c76!5m2!4m1!1i2!8m2!3d-6.2055675!4d106.8344301!16s%2Fg%2F11b6vcxndx!19sChIJiWNr7BH0aS4Rdpz6yJc_WtM?authuser=0&hl=en&rclk=1,,,,
Goldvitel Hotel Surabaya,4.4,588 reviews,"Jl. Basuki Rahmat No.147, Embong Kaliasin, Kec. Genteng, Kota SBY, Jawa Timur 60271 ",https://goldvitel.com/,phone:tel:03133363888,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Accessible available  |  Pool available  |  Air-conditioned available  |  Laundry service available  |  Business center available  |  Room service available  |  Restaurant available  |  Kitchens in some rooms available  |  Hot tub available  |  Spa available  |  Fitness center available  |  Bar available ,"-7.2725661, 112.7421671",  SBY,https://www.google.com/maps/place/Goldvitel+Hotel+Surabaya/data=!4m10!3m9!1s0x2dd7fb12eafbcab9:0x708a1c389902066c!5m2!4m1!1i2!8m2!3d-7.2725661!4d112.7421671!16s%2Fg%2F11n956n7jq!19sChIJucr76hL71y0RbAYCmTgcinA?authuser=0&hl=en&rclk=1,,,,
Maribaya Indah Hotel,2.3,828 reviews,"Jl. Raya Ciawi, Km. 13, Raja Polah, Mekarwangi, Kec. Cisayong, Kabupaten Tasikmalaya, Jawa Barat 46156 ",,phone:tel:0265421944,,,, Free Wi-Fi available  |  Free parking available  |  Pool unavailable  |  Pet-friendly unavailable  |  Airport shuttle unavailable ,"-7.2517516, 108.1886223",  Tasikmalaya,https://www.google.com/maps/place/Maribaya+Indah+Hotel/data=!4m10!3m9!1s0x2e6f51cb6a4f35db:0xcb3f263a74dbe6d9!5m2!4m1!1i2!8m2!3d-7.2517516!4d108.1886223!16s%2Fg%2F1pzr9610n!19sChIJ2zVPastRby4R2ebbdDomP8s?authuser=0&hl=en&rclk=1,,,,
Penginapan IP,4.3,73 reviews,"VJPQ+PJQ, Gumawang, Belitang, East Ogan Komering Ulu Regency, South Sumatra 32382 ",,,,,, Free Wi-Fi available  |  Free parking available  |  Pool unavailable ,"-4.1131709, 104.6390978", East Ogan Komering Ulu ,https://www.google.com/maps/place/Penginapan+IP/data=!4m10!3m9!1s0x2e3918145aaf3607:0x6b66159bab386b9d!5m2!4m1!1i2!8m2!3d-4.1131709!4d104.6390978!16s%2Fg%2F11f2xhmvlc!19sChIJBzavWhQYOS4RnWs4q5sVZms?authuser=0&hl=en&rclk=1,,,,
OYO 1340 Wisma Alamanda,3.6,246 reviews,"Jl. Abdul Hamid No.15, Jatihandap, Kec. Mandalajati, Kota Bandung, Jawa Barat 40195 ",https://www.oyorooms.com/h/76941/?utm_source=GMB_ID&utm_medium=Organic&utm_campaign=ID_BDG075&latitude=-6.9016622&longitude=107.6603499&locale=id,phone:tel:02129707601,,,,,"-6.9005427, 107.66041",  Bandung,https://www.google.com/maps/place/OYO+1340+Wisma+Alamanda/data=!4m10!3m9!1s0x2e68e78c342ea733:0x6bb1089da111239b!5m2!4m1!1i2!8m2!3d-6.9005427!4d107.66041!16s%2Fg%2F11fy93rlg2!19sChIJM6cuNIznaC4RmyMRoZ0IsWs?authuser=0&hl=en&rclk=1,Hotel,,,
OYO 2020 Hotel Bumi Aditya,3.7,316 reviews,"Jl. Raya Senggigi No.16, Senggigi, Kec. Batu Layar, Kabupaten Lombok Barat, Nusa Tenggara Bar. 83355 ",https://www.oyorooms.com/h/86730/?utm_source=GMB_ID&utm_medium=Organic&utm_campaign=ID_WLK005&latitude=-8.500509&longitude=116.054591&locale=id,phone:tel:02129707601,,,,,"-8.5005271, 116.0545907",  Lombok Barat,https://www.google.com/maps/place/OYO+2020+Hotel+Bumi+Aditya/data=!4m10!3m9!1s0x2dcdc2054124cabb:0x40ec906a67f9f95c!5m2!4m1!1i2!8m2!3d-8.5005271!4d116.0545907!16s%2Fg%2F11xf9zb2n!19sChIJu8okQQXCzS0RXPn5Z2qQ7EA?authuser=0&hl=en&rclk=1,Hotel,,,
OYO 91230 Kelimutu Eco Village,3.5,17 reviews,"Desa, Koanara, Kec. Kelimutu, Kabupaten Ende, Nusa Tenggara Tim. ",http://www.ecolodgesindonesia.com/kelimutu/,phone:tel:02129707601,,,, Free Wi-Fi available  |  Pool unavailable ,"-8.746057, 121.8511677",  Ende,https://www.google.com/maps/place/OYO+91230+Kelimutu+Eco+Village/data=!4m10!3m9!1s0x2dad4286adc4a0d9:0x381db70bf25866d4!5m2!4m1!1i2!8m2!3d-8.746057!4d121.8511677!16s%2Fg%2F11g68x67v4!19sChIJ2aDErYZCrS0R1GZY8gu3HTg?authuser=0&hl=en&rclk=1,,,,
OYO 1542 Yessy Mansion,4.1,71 reviews,"Jl. Karawitan No.555 RT.01, Bekelan, Ngestiharjo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184 ",https://www.oyorooms.com/h/80441/?utm_source=GMB_ID&utm_medium=Organic&utm_campaign=ID_YGK152&latitude=-7.813105&longitude=110.340698&locale=id,phone:tel:02129707601,,,, Free Wi-Fi available  |  Pool unavailable  |  Air-conditioned available ,"-7.8131113, 110.3407282",  Bantul,https://www.google.com/maps/place/OYO+1542+Yessy+Mansion/data=!4m10!3m9!1s0x2e7a577f1ee92511:0xce47504f889490c2!5m2!4m1!1i2!8m2!3d-7.8131113!4d110.3407282!16s%2Fg%2F11h_y704_l!19sChIJESXpHn9Xei4RwpCUiE9QR84?authuser=0&hl=en&rclk=1,,,,
Ayeng Mandiri Hotel (AM Hotel Keluarga),3.9,94 reviews,"Jl. Raya Pesisir No. 999, Ketapang, Sumberasih, Kademangan, Dusun Kenongo II, Pesisir, Kec. Sumberasih, Kabupaten Probolinggo, Jawa Timur 67251 ",,phone:tel:0335420062,,,, Free Wi-Fi available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Pet-friendly unavailable  |  Kid-friendly available  |  Airport shuttle unavailable  |  Fitness center unavailable ,"-7.748845, 113.1619782",  Probolinggo,https://www.google.com/maps/place/Ayeng+Mandiri+Hotel+(AM+Hotel+Keluarga)/data=!4m10!3m9!1s0x2dd7b269688c29fd:0x4915a8a17e45051e!5m2!4m1!1i2!8m2!3d-7.748845!4d113.1619782!16s%2Fg%2F11b_2mqs1b!19sChIJ_SmMaGmy1y0RHgVFfqGoFUk?authuser=0&hl=en&rclk=1,,,,
King's Hotel,4.0,581 reviews,"Jl. Lkr. Bar. Kudus No.Kav. 1, Jatimakmur, Jati Wetan, Kec. Jati, Kabupaten Kudus, Jawa Tengah 59346 ",http://www.hotelkingskudus.com/,phone:tel:02914252007,,,, Free Wi-Fi available  |  Free breakfast available  |  Parking available  |  Pool unavailable  |  Laundry service available  |  Room service available  |  Kid-friendly available  |  Restaurant available ,"-6.836701, 110.8216207",  Kudus,https://www.google.com/maps/place/King's+Hotel/data=!4m10!3m9!1s0x2e70c462922ecd7d:0x8878ba65de9680c3!5m2!4m1!1i2!8m2!3d-6.836701!4d110.8216207!16s%2Fg%2F12vtsgb3w!19sChIJfc0ukmLEcC4Rw4CW3mW6eIg?authuser=0&hl=en&rclk=1,,,,
Dj Hotel,3.3,38 reviews,"Puncak Rd No.219, Sindanglaya, Cipanas, Cianjur Regency, West Java 16750 ",,phone:tel:02632956901,,,, Free Wi-Fi available  |  Free parking available  |  Pool available ,"-6.7254911, 107.0382814", Cianjur ,https://www.google.com/maps/place/Dj+Hotel/data=!4m10!3m9!1s0x2e69b727e6cc1b5d:0x64da2f94f0d29262!5m2!4m1!1i2!8m2!3d-6.7254911!4d107.0382814!16s%2Fg%2F11rxmff81w!19sChIJXRvM5ie3aS4RYpLS8JQv2mQ?authuser=0&hl=en&rclk=1,,,,
El Ora Inn & Eatery Labuan Bajo,4.8,96 reviews,"Jl. Yohanes Sahadoen No.8, Labuan Bajo, Kec. Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Tim. ",,phone:tel:085106077731,,,, Free Wi-Fi available  |  Pool unavailable  |  Laundry service available ,"-8.4956322, 119.8857116",  Manggarai Barat,https://www.google.com/maps/place/El+Ora+Inn+%26+Eatery+Labuan+Bajo/data=!4m10!3m9!1s0x2db464292478113d:0xe53b28681242ee9c!5m2!4m1!1i2!8m2!3d-8.4956322!4d119.8857116!16s%2Fg%2F11p5jb91nz!19sChIJPRF4JClktC0RnO5CEmgoO-U?authuser=0&hl=en&rclk=1,,,,
RedDoorz Plus @ Grand Populer Hotel,4.0,82 reviews,"Jl. Sulawesi No.30, Pattunuang, Kec. Wajo, Kota Makassar, Sulawesi Selatan 90174 ",https://www.reddoorz.com/id-id/hotel/indonesia/makassar/pattunuang/nusantara/reddoorz-plus-near-karebosi-area?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,phone:tel:02180629666,,,, Free Wi-Fi available  |  Pool unavailable  |  Laundry service available  |  Kid-friendly available ,"-5.1312422, 119.4067088",  Makassar,https://www.google.com/maps/place/RedDoorz+Plus+@+Grand+Populer+Hotel/data=!4m10!3m9!1s0x2dbf02a4d3d27897:0xe2161e2d99a54959!5m2!4m1!1i2!8m2!3d-5.1312422!4d119.4067088!16s%2Fg%2F11f3zzcrjy!19sChIJl3jS06QCvy0RWUmlmS0eFuI?authuser=0&hl=en&rclk=1,,,,
NamaStay,4.7,59 reviews,"Jl. Premasanti No.14, MAS, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571 ",http://www.staynamastay.com/,phone:tel:03619080842,,,, Free Wi-Fi available  |  Free breakfast available  |  Pool unavailable  |  Laundry service available  |  Kid-friendly available  |  Airport shuttle available ,"-8.524445, 115.2623405",  Gianyar,https://www.google.com/maps/place/NamaStay/data=!4m10!3m9!1s0x2dd23d75720d3b95:0xa9ce68a697b3e013!5m2!4m1!1i2!8m2!3d-8.524445!4d115.2623405!16s%2Fg%2F11f3wk_s3x!19sChIJlTsNcnU90i0RE-Czl6Zozqk?authuser=0&hl=en&rclk=1,,,,
Cilacap guesthouse,4.3,124 reviews,"Jl. Gatot Subroto, Rejamulya, Gunungsimping, Kec. Cilacap Tengah, Kabupaten Cilacap, Jawa Tengah 53211 ",,phone:tel:08567626208,,,, Free Wi-Fi available  |  Paid breakfast available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly available  |  Room service available  |  Kid-friendly available  |  Restaurant unavailable  |  Kitchens in some rooms available  |  Smoke-free unavailable ,"-7.7022541, 109.0245196",  Cilacap,https://www.google.com/maps/place/Cilacap+guesthouse/data=!4m10!3m9!1s0x2e6512c816a77d75:0xde024bf6fb6c3f48!5m2!4m1!1i2!8m2!3d-7.7022541!4d109.0245196!16s%2Fg%2F11ggr3s326!19sChIJdX2nFsgSZS4RSD9s-_ZLAt4?authuser=0&hl=en&rclk=1,,,,
Hotel Alia Heritage Pasar Baru,4.2,"1,410 reviews","Jl. Pasar Baru Selatan No.6, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710 ",https://hotelaliaheritage.com/,phone:tel:0213450280,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Pool unavailable  |  Pet-friendly unavailable  |  Room service available  |  Restaurant available ,"-6.164873, 106.835429",  Jakarta Pusat,https://www.google.com/maps/place/Hotel+Alia+Heritage+Pasar+Baru/data=!4m10!3m9!1s0x2e69f542b907ab7f:0xb7ba08d2d374ee22!5m2!4m1!1i2!8m2!3d-6.164873!4d106.835429!16s%2Fg%2F11mvp6gvvq!19sChIJf6sHuUL1aS4RIu5009IIurc?authuser=0&hl=en&rclk=1,,,,
OYO 921 Hotel Ratu Pantai,2.9,200 reviews,"Jl. Cimarinjung, Ciwaru, Kec. Ciemas, Kabupaten Sukabumi, Jawa Barat 43177 ",https://www.oyorooms.com/h/58462/?utm_source=GMB_ID&utm_medium=Organic&utm_campaign=ID_SBI005&latitude=-7.1851145&longitude=106.4576957&locale=id,phone:tel:02129707601,,,, Pool available  |  Air-conditioned available  |  Pet-friendly unavailable  |  Beach access available  |  Kid-friendly available  |  Airport shuttle unavailable ,"-7.1851898, 106.4577294",  Sukabumi,https://www.google.com/maps/place/OYO+921+Hotel+Ratu+Pantai/data=!4m10!3m9!1s0x2e42a147d52d99d5:0x8033ee8b55198c4f!5m2!4m1!1i2!8m2!3d-7.1851898!4d106.4577294!16s%2Fg%2F11h4nd27j9!19sChIJ1Zkt1UehQi4RT4wZVYvuM4A?authuser=0&hl=en&rclk=1,,,,
OYO 1456 Hotel Garuda,3.0,192 reviews,"Jl. Garuda No.45, Bandar Jaya Tim., Kec. Terbanggi Besar, Kabupaten Lampung Tengah, Lampung 34163 ",https://www.oyorooms.com/ID/79421/?utm_source=GMB_ID&utm_medium=Organic&utm_campaign=ID_LPG027&latitude=-4.94005113618257&longitude=105.212219841778&locale=id,phone:tel:02129707601,,,, Free Wi-Fi available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available ,"-4.9402626, 105.2120627",  Lampung Tengah,https://www.google.com/maps/place/OYO+1456+Hotel+Garuda/data=!4m10!3m9!1s0x2e40a89915ebd821:0x44fb7b8561d18f0d!5m2!4m1!1i2!8m2!3d-4.9402626!4d105.2120627!16s%2Fg%2F11bxd_4trk!19sChIJIdjrFZmoQC4RDY_RYYV7-0Q?authuser=0&hl=en&rclk=1,,,,
Marilyn Hotel Serpong,4.0,"1,205 reviews","Jl. Raya Serpong No.1, Pakulonan, Kec. Serpong Utara, Kota Tangerang Selatan, Banten 15325 ",http://www.hotelmarilynserpong.com/,phone:tel:02153123988,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle unavailable  |  Smoke-free unavailable ,"-6.2481918, 106.6493835",  Tangerang Selatan,https://www.google.com/maps/place/Marilyn+Hotel+Serpong/data=!4m10!3m9!1s0x2e69fb9433b463ed:0x75af3b8af6d1036a!5m2!4m1!1i2!8m2!3d-6.2481918!4d106.6493835!16s%2Fg%2F11b90hrx56!19sChIJ7WO0M5T7aS4RagPR9oo7r3U?authuser=0&hl=en&rclk=1,,,,
Sartini Inn Jogja,3.8,115 reviews,"Jl. K.H. Muhdi No.63, Nayan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 ",http://sartiniinn.com/,phone:tel:08112654163,,,, Free Wi-Fi available  |  Free parking available  |  Outdoor pool available  |  Fitness center unavailable  |  Smoke-free available ,"-7.7811183, 110.4226606",  Sleman,https://www.google.com/maps/place/Sartini+Inn+Jogja/data=!4m10!3m9!1s0x2e7a59f51bcb6a97:0x6b278660816e31e6!5m2!4m1!1i2!8m2!3d-7.7811183!4d110.4226606!16s%2Fg%2F11pxwwq443!19sChIJl2rLG_VZei4R5jFugWCGJ2s?authuser=0&hl=en&rclk=1,,,,
Winstar Hotel Pekanbaru,3.9,932 reviews,"Jl. Moh. Ali No.118, Padang Terubuk, Kec. Senapelan, Kota Pekanbaru, Riau 28155 ",http://www.winstar-hotel.com/,phone:tel:076123588,,,, Free Wi-Fi available  |  Breakfast available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available ,"0.532622, 101.4416403",  Pekanbaru,https://www.google.com/maps/place/Winstar+Hotel+Pekanbaru/data=!4m10!3m9!1s0x31d5ac0ce88b40cb:0x4ec1804a681a518!5m2!4m1!1i2!8m2!3d0.532622!4d101.4416403!16s%2Fg%2F12qfvg6rf!19sChIJy0CL6Ays1TERGKWBpgQY7AQ?authuser=0&hl=en&rclk=1,,,,
SPOT ON 1971 Hotel Dewi,3.3,507 reviews,"Jl. Cemp. No.20, Babatan, Kepuhkembeng, Kec. Jombang, Kabupaten Jombang, Jawa Timur 61419 ",https://www.oyorooms.com/h/86457/?utm_source=GMB_ID&utm_medium=Organic&utm_campaign=ID_JMG001&latitude=-7.534207&longitude=112.250898&locale=id,phone:tel:02129707601,,,, Wi-Fi available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Pet-friendly unavailable  |  Kid-friendly available  |  Airport shuttle unavailable ,"-7.5342084, 112.2508956",  Jombang,https://www.google.com/maps/place/SPOT+ON+1971+Hotel+Dewi/data=!4m10!3m9!1s0x2e78154d5d0afddd:0x6567b78a9a328847!5m2!4m1!1i2!8m2!3d-7.5342084!4d112.2508956!16s%2Fg%2F11b7cg8f_b!19sChIJ3f0KXU0VeC4RR4gymoq3Z2U?authuser=0&hl=en&rclk=1,,,,
