title,review_point,review_total,sub_category,address,contact_number,open_hours,Service options,Offerings,Dining options,Amenities,Atmosphere,Crowd,Payments,coordinate,link,Accessibility,regency,price_level,site,Planning,short_description,Highlights,check_in,From the business,metadata,Popular for,check_out,amenities
Warung mas uciel,,,Restaurant,"CJJP+26F, Leuwiliang, Bogor Regency, West Java 16640 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,,"-6.5707442, 106.6357909",https://www.google.com/maps/place/Warung+mas+uciel/data=!4m7!3m6!1s0x2e69db9a6c8a411f:0x5107ce059ee59ba!8m2!3d-6.5707442!4d106.6357909!16s%2Fg%2F11tg26x32m!19sChIJH0GKbJrbaS4RulnuWeB8EAU?authuser=0&hl=en&rclk=1,, Bogor ,,,,,,,,,,,
AYAM GEPREK BONTONGOR,,,Brunch restaurant,"CJP4+6JX, Sibanteng, Leuwisadeng, Bogor Regency, West Java ",phone:tel:085810539497, 10AM to 8PM,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,,,"-6.5643789, 106.6065947",https://www.google.com/maps/place/AYAM+GEPREK+BONTONGOR/data=!4m7!3m6!1s0x2e69d9b56a96f1c7:0x744d61c60eed7c1d!8m2!3d-6.5643789!4d106.6065947!16s%2Fg%2F11s379hvyq!19sChIJx_GWarXZaS4RHXztDsZhTXQ?authuser=0&hl=en&rclk=1,, Bogor ,,,,,,,,,,,
Warteg 234,,,Tegal restaurant,"Leuwiliang, Bogor Regency, West Java ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only,"-6.5726976, 106.6289939",https://www.google.com/maps/place/Warteg+234/data=!4m7!3m6!1s0x2e69d96002258c89:0x47a014cf458ecbcf!8m2!3d-6.5726976!4d106.6289939!16s%2Fg%2F11j4cms9n5!19sChIJiYwlAmDZaS4Rz8uORc8UoEc?authuser=0&hl=en&rclk=1,, Bogor ,,,,,,,,,,,
Dapur LA Pecel Lele Ayam Kremes,2.0,2 reviews,Restaurant,"CMF3+444, Jalan Raya, Cemplang, Cibungbulang, Bogor Regency, West Java 16630 ",phone:tel:08571033422, 4 to 11:45PM,Takeaway | Dine-in,Halal food,Dinner,Good for kids,Casual | Cosy,Groups,Cash only,"-6.5772483, 106.6528357",https://www.google.com/maps/place/Dapur+LA+Pecel+Lele+Ayam+Kremes/data=!4m7!3m6!1s0x2e69dbb9e7ae8f33:0xca0b4a914ffd922!8m2!3d-6.5772483!4d106.6528357!16s%2Fg%2F11gxmckb0r!19sChIJM4-u57nbaS4RItn_FKm0oAw?authuser=0&hl=en&rclk=1,, Bogor ,,,,,,,,,,,
Rumah Makan Tuah Sakato Leuwiliang,4.5,6 reviews,Padang restaurant,"CJJH+VV3, Leuwiliang, Bogor Regency, West Java 16640 ",, 9AM to 9PM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,,Cash only,"-6.5678565, 106.6296583",https://www.google.com/maps/place/Rumah+Makan+Tuah+Sakato+Leuwiliang/data=!4m7!3m6!1s0x2e69db5cf9f97a4f:0x97af213d68174586!8m2!3d-6.5678565!4d106.6296583!16s%2Fg%2F11h6f81m4p!19sChIJT3r5-VzbaS4RhkUXaD0hr5c?authuser=0&hl=en&rclk=1,Wheelchair-accessible seating, Bogor ,,,,,,,,,,,
Fast Food Restaurant,4.0,1 review,Fast food restaurant,"Leuweung Kolot, Cibungbulang, Bogor Regency, West Java ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual,Groups,,"-6.5584411, 106.6817221",https://www.google.com/maps/place/Fast+Food+Restaurant/data=!4m7!3m6!1s0x2e69db798f421ee9:0x23e1a35093b0869c!8m2!3d-6.5584411!4d106.6817221!16s%2Fg%2F11j2dnw7zs!19sChIJ6R5Cj3nbaS4RnIawk1Cj4SM?authuser=0&hl=en&rclk=1,, Bogor ,,,,,,,,,,,
Ayam Geprek Jawara,4.3,119 reviews,Chicken restaurant,"depan Rs.Assysifa, Leuwiliang, Kec. Leuwiliang, Kabupaten Bogor, Jawa Barat 16640 ",, 11AM to 9PM,Kerbside pickup | Delivery | Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Lunch | Dinner,Good for kids | Toilets,Casual | Cosy,Groups,,"-6.5708345, 106.6259679",https://www.google.com/maps/place/Ayam+Geprek+Jawara/data=!4m7!3m6!1s0x2e69d90fe36e61c3:0xd0190089d42f8dc2!8m2!3d-6.5708345!4d106.6259679!16s%2Fg%2F11hzd060st!19sChIJw2Fu4w_ZaS4Rwo0v1IkAGdA?authuser=0&hl=en&rclk=1,Wheelchair-accessible seating,  Bogor,,,Accepts reservations,,,,,,,,
ngikan leuwiliang,5.0,2 reviews,Fast food restaurant,"Jl. Raya Leuwiliang No.33, Leuwiliang, Kec. Leuwiliang, Kabupaten Bogor, Jawa Barat 16640 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual,Groups,,"-6.5726378, 106.6288936",https://www.google.com/maps/place/ngikan+leuwiliang/data=!4m7!3m6!1s0x2e69d91e9ba4bd5d:0xc70e4973a10e7a02!8m2!3d-6.5726378!4d106.6288936!16s%2Fg%2F11t7vr8x3p!19sChIJXb2kmx7ZaS4RAnoOoXNJDsc?authuser=0&hl=en&rclk=1,,  Bogor,,,,,,,,,,,
Rumah Makan Karuhun Sunda,4.6,66 reviews,Sundanese restaurant,"Jl. Setu, Leuwimekar, Kec. Leuwiliang, Kabupaten Bogor, Jawa Barat 16640 ",phone:tel:083819328489, 9AM to 7PM,No-contact delivery | Delivery | Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Lunch | Dessert,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-6.5760489, 106.6314943",https://www.google.com/maps/place/Rumah+Makan+Karuhun+Sunda/data=!4m7!3m6!1s0x2e69db86c0cdc421:0x1384ac694df8e1cc!8m2!3d-6.5760489!4d106.6314943!16s%2Fg%2F11g1qhv7kj!19sChIJIcTNwIbbaS4RzOH4TWmshBM?authuser=0&hl=en&rclk=1,Wheelchair-accessible seating,  Bogor,$,https://rumah-makan-karuhun-sunda.business.site/,Accepts reservations,,,,,,,,
Warteg SJ bahari,,,Diner,"Kp. Leuwilisung, Leuwisadeng, Kec. Leuwisadeng, Kabupaten Bogor, Jawa Barat 16640 ",phone:tel:089516360925,,Takeaway | Dine-in,Coffee | Halal food,Lunch,,Casual | Cosy,,Cash only,"-6.5657424, 106.61384",https://www.google.com/maps/place/Warteg+SJ+bahari/data=!4m7!3m6!1s0x2e69d9ceaa40ec97:0x12ed55e6b3c190bc!8m2!3d-6.5657424!4d106.61384!16s%2Fg%2F11s_z15byp!19sChIJl-xAqs7ZaS4RvJDBs-ZV7RI?authuser=0&hl=en&rclk=1,,  Bogor,,,,,,,,,,,
Bubur Ayam Katineung,4.6,64 reviews,Porridge restaurant,"CJGQ+C4C, Jl. Nasional 11, Leuwiliang, Kec. Leuwiliang, Kabupaten Bogor, Jawa Barat 16640 ",, 5:30AM to 8:30PM,Takeaway | Dine-in,Halal food,Breakfast,Good for kids,Casual | Cosy,,Cash only,"-6.5739366, 106.637781",https://www.google.com/maps/place/Bubur+Ayam+Katineung/data=!4m7!3m6!1s0x2e69dbdda6329401:0x2691f1deec6b2162!8m2!3d-6.5739366!4d106.637781!16s%2Fg%2F11bz_00gk_!19sChIJAZQypt3baS4RYiFr7N7xkSY?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Bogor,$,,,,,,,,,,
Kahoyong chicken & burger,5.0,3 reviews,Restaurant,"Jl. Raya Kalong II, Kalong II, Kec. Leuwisadeng, Kabupaten Bogor, Jawa Barat 16640 ",phone:tel:088291692000, 7AM to 9PM,Kerbside pickup | No-contact delivery | Delivery | Drive-through | Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,,,"-6.5626086, 106.569308",https://www.google.com/maps/place/Kahoyong+chicken+%26+burger/data=!4m7!3m6!1s0x2e69d9467458eca3:0x1794ff02e38a1ecb!8m2!3d-6.5626086!4d106.569308!16s%2Fg%2F11qrv82n2w!19sChIJo-xYdEbZaS4Ryx6K4wL_lBc?authuser=0&hl=en&rclk=1,,  Bogor,,,,,,,,,,,
Depot Bakso Bromo Malang,4.1,137 reviews,Bakso restaurant,"Jl. Raya Leuwiliang No.26, Cibeber I, Kec. Leuwiliang, Kabupaten Bogor, Jawa Barat 16640 ",phone:tel:08567818171, 9AM to 11PM,Takeaway | Dine-in,Halal food | Kids' menu,Lunch | Dinner,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-6.5653884, 106.6131882",https://www.google.com/maps/place/Depot+Bakso+Bromo+Malang/data=!4m7!3m6!1s0x2e69d9444bbdc88b:0x74cf3c2b68e87ce4!8m2!3d-6.5653884!4d106.6131882!16s%2Fg%2F11dxlbvqbs!19sChIJi8i9S0TZaS4R5HzoaCs8z3Q?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Bogor,$$,,,,,,,,,,
D'kejo Ayam Bakar 1,4.5,11 reviews,Chicken restaurant,"CMF6+V3R, Jl. Kapten Dasuki Bakri, Cibatok 1, Kec. Cibungbulang, Kabupaten Bogor, Jawa Barat 16630 ",phone:tel:081295314547, 2 to 10PM,Outdoor seating | Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-6.5752714, 106.6601474",https://www.google.com/maps/place/D'kejo+Ayam+Bakar+1/data=!4m7!3m6!1s0x2e69dbbc6eddf107:0x61f68424f414bc25!8m2!3d-6.5752714!4d106.6601474!16s%2Fg%2F11c32b1bvd!19sChIJB_HdbrzbaS4RJbwU9CSE9mE?authuser=0&hl=en&rclk=1,,  Bogor,$,http://www.rabbani.co.id/,,,,,,,,,
Bakso Rudal Sutikno,4.3,3 reviews,Bakso restaurant,"rt o2 rw 05, Jl. Raya Cibungbulang - Bogor, Cimanggu 2, Kec. Cibungbulang, Kabupaten Bogor, Jawa Barat 16630 ",phone:tel:085717902793, 8AM to 10PM,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,,"-6.574854, 106.6604571",https://www.google.com/maps/place/Bakso+Rudal+Sutikno/data=!4m7!3m6!1s0x2e69dbbc43fb17a9:0x8a44ac7cb9943352!8m2!3d-6.574854!4d106.6604571!16s%2Fg%2F11cnwjmwk7!19sChIJqRf7Q7zbaS4RUjOUuXysRIo?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible seating,  Bogor,,,,,,,,,,,
Warung Nasi Hj.Enti,,,Nasi restaurant,"CJHM+3FW, Jl. Kerekel Kp. Sawahn, Leuwiliang, Kec. Leuwiliang, Kabupaten Bogor, Jawa Barat 16640 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only,"-6.5722515, 106.6337024",https://www.google.com/maps/place/Warung+Nasi+Hj.Enti/data=!4m7!3m6!1s0x2e69dbde1fc92c79:0x1be2a0c5f5085b67!8m2!3d-6.5722515!4d106.6337024!16s%2Fg%2F11k5t45tx5!19sChIJeSzJH97baS4RZ1sI9cWg4hs?authuser=0&hl=en&rclk=1,,  Bogor,,,,,,,,,,,
Dr Chicken,4.3,121 reviews,Chicken restaurant,"Jl. Raya Cibungbulang, Dukuh, Kec. Cibungbulang, Kabupaten Bogor, Jawa Barat 16630 ",phone:tel:082125014106, 7AM to 10PM,No-contact delivery | Delivery | Takeaway | Dine-in,Halal food | Kids' menu,Lunch | Dinner,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-6.5753573, 106.6460255",https://www.google.com/maps/place/Dr+Chicken/data=!4m7!3m6!1s0x2e69dbc3c35c6f45:0x54e24e31a5bcdc80!8m2!3d-6.5753573!4d106.6460255!16s%2Fg%2F11bzrhzqb9!19sChIJRW9cw8PbaS4RgNy8pTFO4lQ?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible seating,  Bogor,,http://drchicken.co.id/,,,,,,,,,
Nasi goreng naila,4.5,12 reviews,Nasi goreng restaurant,"Jl. Nasional No.11, Cimanggu 2, Kec. Cibungbulang, Kabupaten Bogor, Jawa Barat 16630 ",phone:tel:085771622644, 5PM to 3AM,Takeaway | Dine-in,Halal food,Dinner,Good for kids,Casual | Cosy,Groups,Cash only,"-6.5763986, 106.6588505",https://www.google.com/maps/place/Nasi+goreng+naila/data=!4m7!3m6!1s0x2e69db238ae4f1ad:0xd350af2e66ab620!8m2!3d-6.5763986!4d106.6588505!16s%2Fg%2F11fn0lst56!19sChIJrfHkiiPbaS4RILZq5vIKNQ0?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Bogor,,,,,,,,,,,
Adi Wijaya,,,Seafood restaurant,"Pasar Leuwiliang Lantai 2 Blok AAK No. 135, JL Leuwiliang, RT 02 RW 02, Leuwiliang, Leuwiliang, Kec. Leuwiliang, Kabupaten Bogor, Jawa Barat 16640 ",phone:tel:085715887935, 8AM to 4PM,Takeaway | Dine-in,Halal food,,Good for kids,Cosy,Groups,Cash only,"-6.573528, 106.633614",https://www.google.com/maps/place/Adi+Wijaya/data=!4m7!3m6!1s0x2e69dbde6aba499f:0x791486b885c7dc95!8m2!3d-6.573528!4d106.633614!16s%2Fg%2F11bc7qmblj!19sChIJn0m6at7baS4RldzHhbiGFHk?authuser=0&hl=en&rclk=1,,  Bogor,,,,,,,,,,,
Baso Begal Teh Dini Leuwiliang,,,Bakso restaurant,"Jl. Hegarsari, Cibeber I, Kec. Leuwiliang, Kabupaten Bogor, Jawa Barat 16640 ",phone:tel:089508088042, 11AM to 5PM,Kerbside pickup | No-contact delivery | Delivery | Drive-through | Takeaway | Dine-in,All you can eat | Coffee | Halal food | Happy-hour drinks | Happy-hour food | Kids' menu | Late-night food,,Good for kids,Casual | Cosy,Groups,Cash only | Debit cards | Meal coupons | NFC mobile payments | Credit cards,"-6.5715909, 106.6239972",https://www.google.com/maps/place/Baso+Begal+Teh+Dini+Leuwiliang/data=!4m7!3m6!1s0x2e69d99a50852267:0x9218feb213218bf2!8m2!3d-6.5715909!4d106.6239972!16s%2Fg%2F11t80c6yss!19sChIJZyKFUJrZaS4R8oshE7L-GJI?authuser=0&hl=en&rclk=1,,  Bogor,,,,,,Identifies as women-owned,Identifies as women-owned,,,,
Soto UMI,4.5,2 reviews,Soto restaurant,"Jl. Raya Leuwiliang No.24, Leuwimekar, Kec. Leuwiliang, Kabupaten Bogor, Jawa Barat 16640 ",, 10AM to 5PM,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-6.5741886, 106.6382065",https://www.google.com/maps/place/Soto+UMI/data=!4m7!3m6!1s0x2e69dbdd08e20b93:0x46dd98d5ba892129!8m2!3d-6.5741886!4d106.6382065!16s%2Fg%2F11c37_y9qw!19sChIJkwviCN3baS4RKSGJutWY3UY?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Bogor,,,,,,,,,,,
RM. Panggang Ayam Kampung Al-Fitrah,4.5,217 reviews,Chicken restaurant,"Jalan Raya Leuwiliang (Depan Terminal Leuwiliang Wanasari, Cibeber I, Kec. Leuwiliang, Kabupaten Bogor, Jawa Barat 16640 ",phone:tel:085692311138, 6AM to 9PM,Outdoor seating | Takeaway | Dine-in,Coffee | Halal food,Breakfast | Lunch | Dinner,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-6.5717831, 106.6272842",https://www.google.com/maps/place/RM.+Panggang+Ayam+Kampung+Al-Fitrah/data=!4m7!3m6!1s0x2e69d95fc4a9a565:0x4243f90df6774aed!8m2!3d-6.5717831!4d106.6272842!16s%2Fg%2F11bw5x09p2!19sChIJZaWpxF_ZaS4R7Up39g35Q0I?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Bogor,,https://rm-panggang-ayam-kampung-al-fitrah.business.site/,,,,,,,,,
Warung Nasi Ibu Uni,3.8,6 reviews,Nasi restaurant,"Jl. Raya Leuwiliang, Leuwiliang, Kec. Leuwiliang, Kabupaten Bogor, Jawa Barat 16640 ",phone:tel:087878121001, 8AM to 4PM,Takeaway | Dine-in,Coffee | Halal food,Breakfast | Lunch | Catering,,Cosy,,Cash only,"-6.57445, 106.6378967",https://www.google.com/maps/place/Warung+Nasi+Ibu+Uni/data=!4m7!3m6!1s0x2e69dbddaa5dbccd:0x32eb1db73a5eb3b3!8m2!3d-6.57445!4d106.6378967!16s%2Fg%2F11fylz26q6!19sChIJzbxdqt3baS4Rs7NeOrcd6zI?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Bogor,,https://warungmurah.business.site/?utm_source=gmb&utm_medium=referral,,,,,,,,,
GULAI+ SOTO + SOP MBO SUM,5.0,1 review,Restaurant,"Jl. Raya Leuwiliang No.117, Leuwiliang, Kec. Leuwiliang, Kabupaten Bogor, Jawa Barat 16640 ",phone:tel:08999205129, 4PM to 12AM,Outdoor seating | Kerbside pickup | Takeaway | Dine-in,Coffee | Halal food | Late-night food,Lunch | Dinner | Catering | Seating,Good for kids,Casual | Cosy,Family friendly | Groups,Cash only,"-6.574656, 106.6327174",https://www.google.com/maps/place/GULAI%2B+SOTO+%2B+SOP+MBO+SUM/data=!4m7!3m6!1s0x2e69db469a4807f9:0x1ef883ce316a6f29!8m2!3d-6.574656!4d106.6327174!16s%2Fg%2F11l544r92m!19sChIJ-QdImkbbaS4RKW9qMc6D-B4?authuser=0&hl=en&rclk=1,Wheelchair-accessible seating,  Bogor,,https://gulai-soto-sop-mbo-sum.business.site/?utm_source=gmb&utm_medium=referral,Accepts reservations,,,,,,,,
Ayam Bakar Gurilem,4.5,15 reviews,Chicken restaurant,"Jl. Cijujung No.3, Galuga, Kec. Cibungbulang, Kabupaten Bogor, Jawa Barat 16630 ",phone:tel:081384276469, 10AM to 9PM,No-contact delivery | Delivery | Takeaway | Dine-in,Halal food,Lunch | Dinner,Good for kids,Casual | Cosy,Groups,,"-6.5735401, 106.6464846",https://www.google.com/maps/place/Ayam+Bakar+Gurilem/data=!4m7!3m6!1s0x2e69dba9ff4f9363:0xb80d29a76578e88e!8m2!3d-6.5735401!4d106.6464846!16s%2Fg%2F11fnx73v1r!19sChIJY5NP_6nbaS4Rjuh4ZacpDbg?authuser=0&hl=en&rclk=1,Wheelchair-accessible seating,  Bogor,,http://www.gurilem.com/,Accepts reservations,,,,,,,,
RM.Citra Sunda Leuwiliang,3.3,6 reviews,Sundanese restaurant,"Jl. Raya Leuwiliang No.111, Leuwiliang, Kec. Leuwiliang, Kabupaten Bogor, Jawa Barat 16640 ",phone:tel:02518642496, Closed,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-6.5753511, 106.6381188",https://www.google.com/maps/place/RM.Citra+Sunda+Leuwiliang/data=!4m7!3m6!1s0x2e69dbdc58849749:0x66cbd547b670eec6!8m2!3d-6.5753511!4d106.6381188!16s%2Fg%2F11f_c0fgrt!19sChIJSZeEWNzbaS4Rxu5wtkfVy2Y?authuser=0&hl=en&rclk=1,Wheelchair-accessible seating,  Bogor,,,,,,,,,,,
seblak bandung jkk,4.8,12 reviews,Seblak restaurant,"CJJJ+539, Jl. Lkr. Leuwiliang, Leuwiliang, Kec. Leuwiliang, Kabupaten Bogor, Jawa Barat 16640 ",, 10AM to 9PM,Delivery | Takeaway | Dine-in,Halal food,,,Casual | Cosy,Groups,Cash only,"-6.5695881, 106.6302425",https://www.google.com/maps/place/seblak+bandung+jkk/data=!4m7!3m6!1s0x2e69db82f5cfc489:0xea1e0721d86ff0f6!8m2!3d-6.5695881!4d106.6302425!16s%2Fg%2F11jcjf9rpd!19sChIJicTP9YLbaS4R9vBv2CEHHuo?authuser=0&hl=en&rclk=1,Wheelchair-accessible seating,  Bogor,,,,,,,,,,,
Fast Food Restaurant,,,Restaurant,"Jl. Raya Rumpin - Leuwiliang, Kp. Sawah, Kec. Rumpin, Kabupaten Bogor, Jawa Barat 16350 ",,,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,,"-6.4581944, 106.6464873",https://www.google.com/maps/place/Fast+Food+Restaurant/data=!4m7!3m6!1s0x2e69e744a8d0c4e5:0xbf2024a381fd0b74!8m2!3d-6.4581944!4d106.6464873!16s%2Fg%2F11r_vnsyz8!19sChIJ5cTQqETnaS4RdAv9gaMkIL8?authuser=0&hl=en&rclk=1,,  Bogor,,,,,,,,,,,
Basoka Bogor,5.0,4 reviews,Bakso restaurant,"CJMG+34F, Jl. Leuwiliang Permai, Cibeber I, Kec. Leuwiliang, Kabupaten Bogor, Jawa Barat 16640 ",phone:tel:085781993332, 8AM to 6PM,Takeaway | Dine-in,Halal food,,Good for kids,Cosy,Groups,Cash only,"-6.5673194, 106.6252924",https://www.google.com/maps/place/Basoka+Bogor/data=!4m7!3m6!1s0x2e69d959332e82e1:0x2821ceecbcc83a8f!8m2!3d-6.5673194!4d106.6252924!16s%2Fg%2F11f5bt3p0b!19sChIJ4YIuM1nZaS4RjzrIvOzOISg?authuser=0&hl=en&rclk=1,Wheelchair-accessible seating,  Bogor,,,,,,,,,,,
Warung Soto Bu SRI dan Ayamku Fried Chiken,,,Restaurant,"CMQQ+GWV, Cibadak, Ciampea, Bogor Regency, West Java 16620 ",phone:tel:082274445207, 11AM to 8PM,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only,"-6.5611306, 106.6897939",https://www.google.com/maps/place/Warung+Soto+Bu+SRI+dan+Ayamku+Fried+Chiken/data=!4m7!3m6!1s0x2e69dbee51691359:0xc5dcfaf2af2678dc!8m2!3d-6.5611306!4d106.6897939!16s%2Fg%2F11h5s2rnxp!19sChIJWRNpUe7baS4R3Hgmr_L63MU?authuser=0&hl=en&rclk=1,, Bogor ,,,,,,,,,,,
Saung Alam Halimun,4.5,122 reviews,Sundanese restaurant,"Cibatok 1 No. 31, Cibatok 1, Kec. Cibungbulang, Kabupaten Bogor, Jawa Barat 16630 ",phone:tel:085894443100, 1 to 8PM,Outdoor seating | Kerbside pickup | Delivery | Takeaway | Dine-in,Braille menu | Coffee | Halal food | Kids' menu | Organic dishes | Vegan options | Vegetarian options,Breakfast | Lunch | Dinner | Catering | Dessert,Good for kids | Toilets,Casual | Cosy,Family friendly | Groups,Cash only | Cheques | Debit cards,"-6.5771722, 106.660793",https://www.google.com/maps/place/Saung+Alam+Halimun/data=!4m7!3m6!1s0x2e69dbbb90834c7b:0x7c972f27271a5e7f!8m2!3d-6.5771722!4d106.660793!16s%2Fg%2F11bxfwbl4g!19sChIJe0yDkLvbaS4Rf14aJycvl3w?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible seating,  Bogor,,https://www.instagram.com/rm_saung_alam_halimun/,Accepts reservations,,Fireplace,,,,,,
Baso Solo ''Sari Rasa'',4.6,17 reviews,Bakso restaurant,"Sibanteng, Leuwisadeng, Bogor Regency, West Java ",,,Takeaway | Dine-in,Halal food,,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-6.5652652, 106.6001862",https://www.google.com/maps/place/Baso+Solo+''Sari+Rasa''/data=!4m7!3m6!1s0x2e69d939847816af:0xb62f34c130f32396!8m2!3d-6.5652652!4d106.6001862!16s%2Fg%2F11j7xb3f64!19sChIJrxZ4hDnZaS4RliPzMME0L7Y?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance, Bogor ,,,,,,,,,,,
RM. Surya Minang Cibatok,4.7,3 reviews,Padang restaurant,"Jl. Raya Cibungbulang No.42, Cibatok 1, Kec. Cibungbulang, Kabupaten Bogor, Jawa Barat 16630 ",phone:tel:08111130430, 8AM to 10PM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-6.5747496, 106.6621908",https://www.google.com/maps/place/RM.+Surya+Minang+Cibatok/data=!4m7!3m6!1s0x2e69dbaf2f2c3d9d:0x956f16af38d76025!8m2!3d-6.5747496!4d106.6621908!16s%2Fg%2F11gyysl_qc!19sChIJnT0sL6_baS4RJWDXOK8Wb5U?authuser=0&hl=en&rclk=1,Wheelchair-accessible seating,  Bogor,,https://rm-surya-minang-cibatok.business.site/,,,,,,,,,
Warung Nasi/ Mie Goreng IPONK Bu Elin,5.0,1 review,Nasi restaurant,"CJGR+48J, Galuga, Cibungbulang, Bogor Regency, West Java 16630 ",phone:tel:085774918665,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,,Cash only,"-6.5746686, 106.6407612",https://www.google.com/maps/place/Warung+Nasi%2F+Mie+Goreng+IPONK+Bu+Elin/data=!4m7!3m6!1s0x2e69db123c4264af:0xc4d198eafbbb4c2e!8m2!3d-6.5746686!4d106.6407612!16s%2Fg%2F11nnljhkx3!19sChIJr2RCPBLbaS4RLky7--qY0cQ?authuser=0&hl=en&rclk=1,, Bogor ,,,,,,,,,,,
Bakso Cindé,4.9,16 reviews,Bakso restaurant,"CMG8+WPG, Cimanggu 1, Cibungbulang, Bogor Regency, West Java 16630 ",phone:tel:087738827814, 10AM to 8PM,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-6.5726821, 106.6668331",https://www.google.com/maps/place/Bakso+Cind%C3%A9/data=!4m7!3m6!1s0x2e69dbca2a241089:0x3d18ddcc588c09f7!8m2!3d-6.5726821!4d106.6668331!16s%2Fg%2F11fqks_510!19sChIJiRAkKsrbaS4R9wmMWMzdGD0?authuser=0&hl=en&rclk=1,Wheelchair-accessible seating, Bogor ,,https://instagram.com/baksocinde?igshid=kebpa4iupwez,,,,,,,,,
RM Mande Kanduang,4.8,11 reviews,Padang restaurant,"Jl. Mohnoh Nur, Leuwimekar, Kec. Leuwiliang, Kabupaten Bogor, Jawa Barat 16640 ",phone:tel:085959168455, 9AM to 10PM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,,Cash only,"-6.5850236, 106.6330523",https://www.google.com/maps/place/RM+Mande+Kanduang/data=!4m7!3m6!1s0x2e69dbd94dfa2b1f:0x3a6107f7f74888d9!8m2!3d-6.5850236!4d106.6330523!16s%2Fg%2F11gzr9_nxr!19sChIJHyv6TdnbaS4R2YhI9_cHYTo?authuser=0&hl=en&rclk=1,Wheelchair-accessible seating,  Bogor,,https://mande-kanduang.business.site/,,,,,,,,,
Bakso ADM Family,4.4,206 reviews,Bakso restaurant,"Jl. Raya Cemplang, Cemplang, Kec. Cibungbulang, Kabupaten Bogor, Jawa Barat 16630 ",phone:tel:081319913567, 10AM to 10PM,Kerbside pickup | Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-6.5771877, 106.652432",https://www.google.com/maps/place/Bakso+ADM+Family/data=!4m7!3m6!1s0x2e69dbc75135d429:0xaa50ecb5623d14d2!8m2!3d-6.5771877!4d106.652432!16s%2Fg%2F11dxhdlnxx!19sChIJKdQ1UcfbaS4R0hQ9YrXsUKo?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Bogor,,,,,,,,,,,
